상담ID,고객ID,상담일시,상담유형,상담시간(분),상담원ID,상담평가,재상담필요
CALL002261,CUST003242,2023-01-04 16:00:00,신청,26,CS10,5,False
CALL002262,CUST003157,2024-06-17 17:00:00,신청,14,CS11,5,True
CALL002263,CUST001006,2024-08-04 09:00:00,홍보,10,CS15,3,True
CALL002264,CUST003522,2023-05-05 12:00:00,홍보,7,CS31,5,False
CALL002265,CUST004946,2023-05-02 14:00:00,신청,22,CS44,1,False
CALL002266,CUST001404,2023-01-03 08:00:00,기술지원,14,CS37,5,False
CALL002267,CUST000777,2024-08-16 09:00:00,요금조회,19,CS04,4,False
CALL002268,CUST002629,2024-01-29 17:00:00,불만,6,CS03,3,False
CALL002269,CUST002887,2024-10-04 10:00:00,불만,26,CS46,5,False
CALL002270,CUST002687,2023-08-29 10:00:00,기술지원,25,CS49,5,False
CALL002271,CUST001019,2024-12-02 15:00:00,불만,22,CS28,4,False
CALL002272,CUST004003,2023-07-26 15:00:00,신청,22,CS21,5,False
CALL002273,CUST003369,2024-08-18 18:00:00,기술지원,24,CS18,5,False
CALL002274,CUST002156,2024-06-28 17:00:00,불만,8,CS46,4,False
CALL002275,CUST003071,2024-04-15 17:00:00,홍보,20,CS35,3,False
CALL002276,CUST002404,2023-02-15 14:00:00,요금조회,11,CS41,4,True
CALL002277,CUST001147,2023-01-10 16:00:00,신청,29,CS41,2,False
CALL002278,CUST003745,2023-12-11 12:00:00,홍보,9,CS29,4,False
CALL002279,CUST003795,2024-07-10 09:00:00,불만,8,CS04,5,False
CALL002280,CUST004514,2024-07-14 14:00:00,요금조회,8,CS43,5,False
CALL002281,CUST001288,2024-05-06 12:00:00,기술지원,1,CS36,5,False
CALL002282,CUST003252,2024-02-02 11:00:00,기술지원,7,CS18,2,False
CALL002283,CUST004753,2023-02-11 08:00:00,기술지원,28,CS30,1,False
CALL002284,CUST003389,2023-01-24 17:00:00,신청,28,CS29,2,False
CALL002285,CUST002897,2024-08-26 16:00:00,기술지원,14,CS38,5,False
CALL002286,CUST001761,2023-10-11 18:00:00,불만,18,CS21,4,False
CALL002287,CUST004924,2023-08-13 11:00:00,불만,1,CS46,5,False
CALL002288,CUST001950,2024-03-20 09:00:00,불만,6,CS17,4,True
CALL002289,CUST003343,2023-04-10 11:00:00,불만,23,CS05,4,False
CALL002290,CUST001883,2024-04-01 09:00:00,불만,2,CS41,5,True
CALL002291,CUST002626,2023-04-09 16:00:00,기술지원,8,CS29,2,False
CALL002292,CUST003397,2023-03-29 13:00:00,신청,29,CS27,4,False
CALL002293,CUST000148,2023-04-05 18:00:00,기술지원,8,CS32,4,False
CALL002294,CUST003876,2024-09-10 16:00:00,홍보,13,CS21,3,False
CALL002295,CUST003203,2024-10-23 13:00:00,신청,22,CS21,5,True
CALL002296,CUST003520,2024-12-11 12:00:00,요금조회,26,CS13,4,False
CALL002297,CUST002390,2023-12-04 16:00:00,신청,12,CS38,5,False
CALL002298,CUST004459,2023-05-25 17:00:00,기술지원,18,CS34,3,False
CALL002299,CUST002130,2023-11-13 10:00:00,기술지원,5,CS05,5,False
CALL002300,CUST000390,2023-01-19 11:00:00,신청,19,CS35,5,False
CALL002301,CUST003065,2024-10-13 12:00:00,홍보,5,CS35,5,False
CALL002302,CUST004035,2024-11-11 08:00:00,신청,8,CS40,5,False
CALL002303,CUST004394,2023-03-12 13:00:00,신청,14,CS44,4,False
CALL002304,CUST003550,2023-07-28 13:00:00,기술지원,8,CS03,5,False
CALL002305,CUST000760,2023-09-02 12:00:00,불만,1,CS29,3,False
CALL002306,CUST004598,2024-02-27 14:00:00,요금조회,11,CS48,5,False
CALL002307,CUST003623,2023-01-31 15:00:00,불만,26,CS14,4,False
CALL002308,CUST003619,2023-11-26 14:00:00,요금조회,25,CS30,5,False
CALL002309,CUST000635,2024-08-11 17:00:00,불만,17,CS33,4,True
CALL002310,CUST001588,2024-09-03 12:00:00,요금조회,18,CS05,5,False
CALL002311,CUST003910,2023-10-18 17:00:00,불만,27,CS23,4,False
CALL002312,CUST004397,2024-12-21 12:00:00,신청,24,CS38,5,True
CALL002313,CUST001644,2024-02-19 14:00:00,기술지원,17,CS05,4,False
CALL002314,CUST002845,2024-03-28 10:00:00,홍보,4,CS21,4,False
CALL002315,CUST000329,2023-02-24 09:00:00,요금조회,26,CS32,5,False
CALL002316,CUST001624,2023-03-01 16:00:00,기술지원,9,CS39,5,False
CALL002317,CUST000948,2023-05-22 12:00:00,요금조회,19,CS04,4,False
CALL002318,CUST002554,2024-10-21 08:00:00,신청,5,CS36,4,False
CALL002319,CUST001698,2023-05-23 16:00:00,요금조회,7,CS38,4,False
CALL002320,CUST000207,2023-04-04 16:00:00,홍보,9,CS20,3,True
CALL002321,CUST002243,2023-06-05 10:00:00,요금조회,15,CS24,4,False
CALL002322,CUST002116,2024-10-30 11:00:00,요금조회,23,CS33,5,True
CALL002323,CUST000163,2024-06-09 15:00:00,기술지원,16,CS39,4,False
CALL002324,CUST002852,2024-09-02 12:00:00,신청,24,CS49,3,False
CALL002325,CUST001873,2023-01-02 10:00:00,요금조회,17,CS46,5,False
CALL002326,CUST001394,2024-02-05 10:00:00,기술지원,21,CS41,3,True
CALL002327,CUST000708,2023-02-04 16:00:00,홍보,15,CS25,5,True
CALL002328,CUST001801,2023-12-21 16:00:00,요금조회,4,CS11,4,False
CALL002329,CUST003986,2023-03-13 15:00:00,신청,25,CS26,5,True
CALL002330,CUST000462,2023-09-26 13:00:00,요금조회,17,CS36,4,False
CALL002331,CUST003037,2023-05-20 15:00:00,불만,15,CS14,5,True
CALL002332,CUST002232,2023-08-21 13:00:00,기술지원,18,CS33,2,False
CALL002333,CUST004032,2024-10-14 11:00:00,불만,4,CS17,5,False
CALL002334,CUST003706,2024-02-26 12:00:00,홍보,5,CS36,3,False
CALL002335,CUST004427,2023-06-13 11:00:00,요금조회,8,CS33,4,False
CALL002336,CUST004947,2023-12-19 15:00:00,불만,26,CS29,5,False
CALL002337,CUST004703,2023-01-18 08:00:00,신청,22,CS27,4,False
CALL002338,CUST004254,2023-10-29 09:00:00,홍보,12,CS14,5,False
CALL002339,CUST002339,2023-06-13 17:00:00,홍보,15,CS34,5,False
CALL002340,CUST001579,2023-04-07 16:00:00,홍보,27,CS02,5,False
CALL002341,CUST000940,2023-05-23 16:00:00,요금조회,16,CS10,3,False
CALL002342,CUST003867,2024-12-19 13:00:00,불만,11,CS02,5,False
CALL002343,CUST004009,2023-04-20 16:00:00,신청,18,CS44,5,False
CALL002344,CUST003914,2023-04-29 18:00:00,기술지원,15,CS31,4,False
CALL002345,CUST002674,2024-03-04 09:00:00,홍보,24,CS26,4,False
CALL002346,CUST002636,2024-10-05 10:00:00,요금조회,7,CS06,4,False
CALL002347,CUST000409,2024-10-08 13:00:00,요금조회,11,CS10,1,True
CALL002348,CUST003461,2023-12-21 17:00:00,기술지원,2,CS16,4,False
CALL002349,CUST001960,2023-01-19 12:00:00,요금조회,6,CS38,4,False
CALL002350,CUST002423,2024-11-12 14:00:00,신청,21,CS26,5,False
CALL002351,CUST003933,2023-04-28 08:00:00,홍보,26,CS44,5,False
CALL002352,CUST004199,2023-03-04 15:00:00,요금조회,29,CS07,4,False
CALL002353,CUST003246,2024-09-08 10:00:00,불만,16,CS12,5,True
CALL002354,CUST003004,2023-08-13 08:00:00,홍보,17,CS08,4,False
CALL002355,CUST003027,2023-09-28 14:00:00,신청,15,CS41,2,False
CALL002356,CUST004843,2024-02-23 08:00:00,홍보,10,CS43,5,False
CALL002357,CUST002654,2023-02-25 09:00:00,요금조회,29,CS39,5,False
CALL002358,CUST000306,2023-05-11 16:00:00,신청,21,CS02,5,False
CALL002359,CUST002987,2023-09-06 16:00:00,요금조회,9,CS41,4,False
CALL002360,CUST003379,2023-05-27 15:00:00,홍보,11,CS22,5,True
CALL002361,CUST000781,2023-03-30 08:00:00,요금조회,19,CS48,5,False
CALL002362,CUST002024,2023-04-02 10:00:00,신청,3,CS06,4,False
CALL002363,CUST002853,2023-07-25 10:00:00,신청,11,CS36,4,False
CALL002364,CUST004825,2024-08-04 18:00:00,요금조회,28,CS35,5,False
CALL002365,CUST001036,2024-03-13 09:00:00,기술지원,16,CS07,5,False
CALL002366,CUST003371,2023-12-26 09:00:00,불만,9,CS10,5,False
CALL002367,CUST003296,2023-05-09 08:00:00,홍보,18,CS37,3,False
CALL002368,CUST000187,2024-11-01 12:00:00,신청,21,CS42,5,False
CALL002369,CUST002757,2024-06-29 13:00:00,신청,1,CS35,4,True
CALL002370,CUST004696,2023-01-12 15:00:00,요금조회,7,CS34,4,False
CALL002371,CUST004285,2024-03-15 14:00:00,불만,28,CS42,4,False
CALL002372,CUST001047,2023-11-29 11:00:00,불만,21,CS25,4,False
CALL002373,CUST002323,2023-09-22 12:00:00,요금조회,11,CS42,4,False
CALL002374,CUST000931,2024-01-26 08:00:00,불만,1,CS49,5,False
CALL002375,CUST003538,2023-11-09 18:00:00,요금조회,29,CS07,4,False
CALL002376,CUST002541,2023-07-01 10:00:00,불만,24,CS33,5,False
CALL002377,CUST001543,2024-03-26 14:00:00,기술지원,29,CS50,3,False
CALL002378,CUST000110,2023-08-13 18:00:00,홍보,15,CS09,4,False
CALL002379,CUST000400,2023-11-04 14:00:00,불만,6,CS02,5,False
CALL002380,CUST001317,2023-01-26 09:00:00,홍보,29,CS42,2,True
CALL002381,CUST002199,2024-09-28 09:00:00,요금조회,10,CS32,3,False
CALL002382,CUST002442,2023-12-07 11:00:00,불만,13,CS01,4,True
CALL002383,CUST004500,2023-01-08 13:00:00,기술지원,27,CS26,5,True
CALL002384,CUST001807,2024-05-26 18:00:00,홍보,9,CS25,5,False
CALL002385,CUST001715,2023-07-29 12:00:00,불만,14,CS46,5,False
CALL002386,CUST000230,2024-05-18 10:00:00,요금조회,8,CS49,4,True
CALL002387,CUST000032,2023-09-23 11:00:00,신청,29,CS39,4,False
CALL002388,CUST001551,2023-12-25 16:00:00,기술지원,2,CS03,2,False
CALL002389,CUST003370,2024-03-07 09:00:00,기술지원,19,CS08,4,False
CALL002390,CUST002290,2024-05-17 14:00:00,요금조회,18,CS04,5,False
CALL002391,CUST001938,2024-07-01 10:00:00,기술지원,13,CS30,5,False
CALL002392,CUST004432,2023-06-17 13:00:00,기술지원,20,CS38,3,False
CALL002393,CUST002710,2023-04-14 18:00:00,불만,24,CS09,4,False
CALL002394,CUST002952,2023-05-10 15:00:00,홍보,10,CS15,4,False
CALL002395,CUST000455,2024-11-15 10:00:00,홍보,2,CS31,5,False
CALL002396,CUST001401,2024-02-08 15:00:00,불만,16,CS50,5,False
CALL002397,CUST002937,2023-01-04 16:00:00,요금조회,26,CS10,3,False
CALL002398,CUST004489,2024-02-06 14:00:00,홍보,20,CS38,5,False
CALL002399,CUST000363,2024-12-21 14:00:00,요금조회,14,CS36,5,False
CALL002400,CUST001134,2023-12-26 14:00:00,홍보,11,CS10,5,False
CALL002401,CUST003379,2023-06-06 10:00:00,불만,23,CS25,5,False
CALL002402,CUST002940,2023-10-10 09:00:00,신청,2,CS36,4,False
CALL002403,CUST004133,2024-09-28 15:00:00,불만,21,CS39,5,False
CALL002404,CUST000936,2024-02-23 16:00:00,기술지원,20,CS15,5,True
CALL002405,CUST004953,2024-03-28 16:00:00,불만,24,CS15,3,False
CALL002406,CUST003176,2023-10-04 17:00:00,기술지원,6,CS18,4,False
CALL002407,CUST003902,2023-10-28 15:00:00,기술지원,27,CS46,5,False
CALL002408,CUST002009,2024-04-23 09:00:00,요금조회,29,CS33,4,False
CALL002409,CUST001993,2024-11-09 10:00:00,요금조회,8,CS43,3,False
CALL002410,CUST004637,2024-08-15 08:00:00,홍보,25,CS28,5,False
CALL002411,CUST004684,2024-10-16 11:00:00,불만,5,CS43,4,False
CALL002412,CUST004533,2024-01-06 08:00:00,홍보,7,CS20,5,False
CALL002413,CUST003186,2023-02-07 14:00:00,기술지원,16,CS39,4,True
CALL002414,CUST004099,2023-04-22 16:00:00,기술지원,14,CS30,4,False
CALL002415,CUST002929,2023-11-07 16:00:00,신청,25,CS03,5,False
CALL002416,CUST004657,2024-08-02 15:00:00,기술지원,15,CS16,4,False
CALL002417,CUST000683,2023-11-05 10:00:00,불만,6,CS46,4,False
CALL002418,CUST000424,2023-05-09 11:00:00,홍보,14,CS21,2,False
CALL002419,CUST004540,2023-11-17 12:00:00,홍보,12,CS03,3,False
CALL002420,CUST003516,2023-08-03 12:00:00,기술지원,4,CS27,4,True
CALL002421,CUST002434,2023-02-24 12:00:00,요금조회,4,CS32,5,False
CALL002422,CUST000559,2024-03-05 14:00:00,기술지원,9,CS21,4,False
CALL002423,CUST001762,2024-07-14 10:00:00,홍보,10,CS30,5,True
CALL002424,CUST000583,2023-04-24 10:00:00,신청,27,CS33,4,True
CALL002425,CUST004408,2023-03-30 13:00:00,요금조회,19,CS40,4,True
CALL002426,CUST004343,2024-10-14 14:00:00,요금조회,22,CS27,4,False
CALL002427,CUST001583,2023-09-16 17:00:00,홍보,7,CS34,4,False
CALL002428,CUST001981,2023-12-31 10:00:00,불만,8,CS47,4,False
CALL002429,CUST000841,2024-01-01 12:00:00,신청,27,CS15,5,False
CALL002430,CUST002249,2024-08-11 10:00:00,기술지원,19,CS13,4,False
CALL002431,CUST001303,2023-01-18 14:00:00,기술지원,5,CS22,5,False
CALL002432,CUST003060,2024-11-06 12:00:00,요금조회,27,CS23,4,False
CALL002433,CUST000396,2023-10-17 18:00:00,기술지원,14,CS45,3,False
CALL002434,CUST004602,2023-04-01 09:00:00,기술지원,29,CS29,3,False
CALL002435,CUST002311,2023-04-14 18:00:00,홍보,7,CS01,5,False
CALL002436,CUST001040,2024-12-28 17:00:00,불만,23,CS32,1,False
CALL002437,CUST000855,2024-05-19 11:00:00,요금조회,26,CS29,3,True
CALL002438,CUST004659,2024-07-13 16:00:00,요금조회,28,CS16,5,False
CALL002439,CUST004269,2023-03-24 16:00:00,홍보,10,CS48,4,False
CALL002440,CUST004263,2023-05-31 15:00:00,불만,14,CS07,4,False
CALL002441,CUST000282,2023-09-13 08:00:00,요금조회,27,CS50,4,False
CALL002442,CUST003527,2024-11-15 14:00:00,요금조회,5,CS11,5,False
CALL002443,CUST002747,2023-08-28 12:00:00,불만,27,CS43,1,False
CALL002444,CUST004901,2023-08-19 13:00:00,홍보,5,CS14,4,False
CALL002445,CUST001585,2024-11-24 17:00:00,요금조회,6,CS07,4,False
CALL002446,CUST002056,2023-10-22 16:00:00,요금조회,23,CS21,3,False
CALL002447,CUST000387,2024-05-29 10:00:00,요금조회,12,CS22,4,False
CALL002448,CUST004989,2023-03-08 16:00:00,기술지원,5,CS22,5,False
CALL002449,CUST001751,2024-06-13 12:00:00,기술지원,9,CS41,5,False
CALL002450,CUST002415,2024-08-23 14:00:00,신청,20,CS03,5,False
CALL002451,CUST001112,2024-07-03 08:00:00,신청,11,CS44,4,False
CALL002452,CUST000634,2024-02-19 14:00:00,홍보,14,CS50,4,False
CALL002453,CUST001748,2023-09-23 08:00:00,기술지원,22,CS21,4,False
CALL002454,CUST001179,2023-12-22 09:00:00,신청,11,CS29,2,False
CALL002455,CUST001655,2023-04-14 08:00:00,요금조회,27,CS44,3,True
CALL002456,CUST000072,2023-07-06 09:00:00,기술지원,7,CS03,4,False
CALL002457,CUST003846,2023-06-14 13:00:00,기술지원,19,CS23,4,False
CALL002458,CUST002297,2023-11-15 11:00:00,불만,8,CS09,4,False
CALL002459,CUST003129,2024-11-03 12:00:00,요금조회,18,CS42,2,False
CALL002460,CUST002353,2023-03-26 10:00:00,홍보,26,CS06,5,False
CALL002461,CUST001888,2023-09-11 08:00:00,신청,26,CS34,3,False
CALL002462,CUST000269,2023-05-02 14:00:00,요금조회,10,CS31,4,False
CALL002463,CUST003586,2023-02-22 12:00:00,불만,12,CS40,5,False
CALL002464,CUST000698,2024-09-17 16:00:00,홍보,15,CS39,5,True
CALL002465,CUST001255,2024-03-10 08:00:00,신청,16,CS44,3,False
CALL002466,CUST002862,2023-09-03 15:00:00,홍보,22,CS48,4,False
CALL002467,CUST002796,2023-05-26 09:00:00,요금조회,12,CS15,2,False
CALL002468,CUST001491,2024-12-31 18:00:00,요금조회,10,CS34,5,False
CALL002469,CUST000557,2024-06-01 14:00:00,요금조회,22,CS18,5,False
CALL002470,CUST001705,2023-02-24 08:00:00,기술지원,24,CS46,1,False
CALL002471,CUST002101,2023-07-27 10:00:00,홍보,29,CS18,5,False
CALL002472,CUST002048,2023-03-05 11:00:00,불만,2,CS17,4,False
CALL002473,CUST000563,2023-04-18 17:00:00,홍보,1,CS03,5,False
CALL002474,CUST003990,2024-04-02 16:00:00,요금조회,14,CS20,5,False
CALL002475,CUST003477,2024-08-29 17:00:00,홍보,11,CS24,5,False
CALL002476,CUST003963,2024-09-10 08:00:00,기술지원,24,CS33,4,False
CALL002477,CUST002462,2023-03-24 09:00:00,요금조회,5,CS35,4,False
CALL002478,CUST001790,2023-10-10 08:00:00,요금조회,23,CS14,3,False
CALL002479,CUST001473,2023-01-14 11:00:00,요금조회,10,CS07,5,False
CALL002480,CUST003589,2023-11-01 15:00:00,불만,3,CS05,3,False
CALL002481,CUST002899,2023-04-30 11:00:00,신청,4,CS20,5,False
CALL002482,CUST001760,2023-04-20 15:00:00,불만,23,CS05,5,False
CALL002483,CUST001188,2023-04-12 17:00:00,홍보,14,CS20,5,False
CALL002484,CUST001822,2024-04-22 18:00:00,불만,29,CS31,5,False
CALL002485,CUST002548,2024-07-22 14:00:00,신청,3,CS04,1,False
CALL002486,CUST004387,2023-02-16 09:00:00,신청,23,CS42,5,True
CALL002487,CUST004884,2024-10-07 14:00:00,불만,14,CS45,5,False
CALL002488,CUST004159,2023-06-09 13:00:00,기술지원,5,CS07,5,False
CALL002489,CUST001470,2024-12-01 17:00:00,신청,24,CS49,5,False
CALL002490,CUST003745,2023-02-22 16:00:00,홍보,23,CS10,3,False
CALL002491,CUST001585,2023-09-22 09:00:00,신청,18,CS15,5,False
CALL002492,CUST001684,2024-08-18 18:00:00,기술지원,14,CS42,4,False
CALL002493,CUST000278,2023-10-19 18:00:00,기술지원,6,CS21,4,False
CALL002494,CUST001126,2024-04-22 16:00:00,요금조회,22,CS04,5,False
CALL002495,CUST000108,2023-12-03 13:00:00,요금조회,5,CS13,3,False
CALL002496,CUST004461,2023-01-10 18:00:00,요금조회,6,CS26,4,False
CALL002497,CUST003446,2023-05-04 09:00:00,불만,21,CS35,4,False
CALL002498,CUST001760,2023-07-30 15:00:00,신청,2,CS29,4,False
CALL002499,CUST001003,2023-12-15 11:00:00,홍보,14,CS08,5,True
CALL002500,CUST000523,2023-12-12 16:00:00,요금조회,8,CS21,4,False
CALL002501,CUST001694,2023-06-19 09:00:00,신청,19,CS41,5,False
CALL002502,CUST001620,2023-01-24 15:00:00,불만,28,CS49,5,False
CALL002503,CUST003213,2023-06-20 16:00:00,기술지원,15,CS26,5,False
CALL002504,CUST004394,2024-06-25 18:00:00,신청,5,CS50,3,False
CALL002505,CUST000826,2024-03-30 16:00:00,기술지원,25,CS35,5,True
CALL002506,CUST001637,2023-01-04 15:00:00,신청,11,CS39,1,False
CALL002507,CUST003452,2023-05-21 15:00:00,홍보,25,CS05,3,False
CALL002508,CUST000720,2024-09-05 08:00:00,신청,4,CS48,2,True
CALL002509,CUST000449,2023-08-21 15:00:00,홍보,27,CS03,5,True
CALL002510,CUST002032,2023-04-25 14:00:00,요금조회,23,CS38,4,False
CALL002511,CUST003717,2023-04-19 14:00:00,기술지원,22,CS41,2,False
CALL002512,CUST004278,2023-01-29 16:00:00,기술지원,7,CS29,4,False
CALL002513,CUST002734,2024-12-07 16:00:00,신청,1,CS29,5,False
CALL002514,CUST000477,2023-04-24 17:00:00,요금조회,28,CS40,3,False
CALL002515,CUST000525,2024-04-26 10:00:00,요금조회,15,CS29,5,False
CALL002516,CUST002173,2023-05-13 11:00:00,신청,6,CS35,3,False
CALL002517,CUST002585,2024-11-24 17:00:00,불만,9,CS04,5,False
CALL002518,CUST002871,2024-08-25 18:00:00,불만,21,CS10,4,False
CALL002519,CUST000904,2024-01-29 12:00:00,요금조회,17,CS15,5,False
CALL002520,CUST003834,2024-05-07 15:00:00,홍보,3,CS41,5,False
CALL002521,CUST003228,2023-05-04 16:00:00,신청,7,CS20,5,False
CALL002522,CUST002259,2023-07-22 15:00:00,신청,20,CS50,4,False
CALL002523,CUST001126,2023-12-13 11:00:00,불만,7,CS41,5,False
CALL002524,CUST001881,2023-02-11 15:00:00,불만,12,CS18,5,False
CALL002525,CUST001598,2024-03-05 16:00:00,신청,11,CS23,5,False
CALL002526,CUST004025,2023-04-19 08:00:00,홍보,13,CS28,5,False
CALL002527,CUST000856,2023-07-06 12:00:00,요금조회,18,CS33,4,True
CALL002528,CUST000576,2024-07-14 08:00:00,기술지원,24,CS19,5,False
CALL002529,CUST002998,2024-11-20 16:00:00,홍보,13,CS17,4,False
CALL002530,CUST004624,2024-01-11 13:00:00,홍보,7,CS27,5,False
CALL002531,CUST001262,2024-04-21 16:00:00,홍보,20,CS31,4,False
CALL002532,CUST002230,2023-02-02 08:00:00,요금조회,20,CS37,5,False
CALL002533,CUST001657,2023-06-23 18:00:00,신청,7,CS19,4,True
CALL002534,CUST000272,2023-09-21 18:00:00,신청,5,CS02,5,True
CALL002535,CUST002166,2023-10-28 11:00:00,홍보,19,CS49,5,False
CALL002536,CUST004921,2023-05-19 11:00:00,홍보,18,CS15,4,False
CALL002537,CUST001144,2024-02-09 10:00:00,홍보,3,CS50,5,False
CALL002538,CUST001976,2023-06-16 09:00:00,신청,9,CS28,5,True
CALL002539,CUST004673,2024-02-05 17:00:00,요금조회,10,CS47,5,False
CALL002540,CUST001155,2023-02-08 14:00:00,기술지원,13,CS28,4,False
CALL002541,CUST003887,2024-09-08 18:00:00,신청,6,CS20,5,False
CALL002542,CUST004056,2024-01-27 16:00:00,홍보,26,CS02,5,False
CALL002543,CUST002608,2023-12-27 15:00:00,불만,20,CS05,5,False
CALL002544,CUST000986,2023-09-23 14:00:00,홍보,28,CS28,4,False
CALL002545,CUST000242,2024-11-13 15:00:00,홍보,28,CS14,3,False
CALL002546,CUST004795,2023-01-21 14:00:00,신청,11,CS09,5,True
CALL002547,CUST001197,2024-03-29 18:00:00,기술지원,27,CS40,4,False
CALL002548,CUST000195,2024-11-30 13:00:00,기술지원,20,CS21,5,True
CALL002549,CUST004321,2023-03-09 14:00:00,기술지원,13,CS31,5,True
CALL002550,CUST003207,2024-09-26 09:00:00,홍보,5,CS14,4,False
CALL002551,CUST003753,2023-09-09 17:00:00,불만,13,CS49,5,True
CALL002552,CUST003755,2024-01-09 10:00:00,기술지원,13,CS32,3,False
CALL002553,CUST001452,2023-04-02 13:00:00,불만,13,CS33,5,False
CALL002554,CUST002661,2023-02-26 09:00:00,기술지원,5,CS43,4,False
CALL002555,CUST000900,2024-02-21 12:00:00,홍보,27,CS14,4,False
CALL002556,CUST002333,2023-05-29 14:00:00,홍보,19,CS08,5,False
CALL002557,CUST000972,2023-03-16 08:00:00,신청,22,CS23,4,False
CALL002558,CUST002844,2024-05-06 08:00:00,홍보,14,CS38,5,False
CALL002559,CUST001814,2023-08-11 11:00:00,불만,26,CS32,5,False
CALL002560,CUST004336,2024-01-08 08:00:00,신청,2,CS24,4,False
CALL002561,CUST003996,2024-10-26 16:00:00,요금조회,20,CS29,4,False
CALL002562,CUST004863,2023-09-22 10:00:00,기술지원,5,CS46,5,False
CALL002563,CUST000485,2023-10-16 11:00:00,불만,20,CS11,5,False
CALL002564,CUST000627,2024-12-20 09:00:00,홍보,6,CS39,2,False
CALL002565,CUST002561,2024-09-26 16:00:00,요금조회,17,CS46,4,False
CALL002566,CUST003701,2023-08-16 17:00:00,기술지원,1,CS43,3,False
CALL002567,CUST002527,2023-05-21 12:00:00,기술지원,19,CS10,4,False
CALL002568,CUST003415,2024-07-08 12:00:00,기술지원,11,CS43,5,False
CALL002569,CUST000469,2024-05-30 09:00:00,홍보,22,CS29,3,False
CALL002570,CUST004929,2023-08-14 08:00:00,기술지원,20,CS15,5,False
CALL002571,CUST000620,2023-01-11 12:00:00,요금조회,18,CS07,5,False
CALL002572,CUST001597,2023-04-20 14:00:00,불만,5,CS33,5,False
CALL002573,CUST002431,2024-09-07 09:00:00,요금조회,15,CS26,1,False
CALL002574,CUST004155,2023-01-16 13:00:00,불만,19,CS36,4,False
CALL002575,CUST002067,2023-08-23 08:00:00,요금조회,15,CS50,5,False
CALL002576,CUST003758,2023-05-31 09:00:00,신청,17,CS48,5,False
CALL002577,CUST001048,2024-01-13 09:00:00,불만,8,CS14,4,False
CALL002578,CUST000760,2024-01-22 15:00:00,홍보,3,CS46,4,False
CALL002579,CUST004551,2024-01-09 16:00:00,요금조회,13,CS03,3,False
CALL002580,CUST001788,2024-02-02 12:00:00,요금조회,5,CS09,4,True
CALL002581,CUST000218,2024-02-18 11:00:00,신청,11,CS37,4,False
CALL002582,CUST000825,2023-08-25 18:00:00,홍보,16,CS06,3,True
CALL002583,CUST004408,2024-09-21 13:00:00,홍보,25,CS22,3,False
CALL002584,CUST004754,2023-08-27 12:00:00,신청,27,CS36,5,True
CALL002585,CUST001349,2024-07-17 09:00:00,기술지원,22,CS24,5,True
CALL002586,CUST003804,2023-04-06 08:00:00,불만,27,CS46,5,False
CALL002587,CUST003740,2023-11-30 08:00:00,기술지원,20,CS43,5,False
CALL002588,CUST000758,2023-05-02 12:00:00,홍보,17,CS20,1,False
CALL002589,CUST003964,2024-05-25 14:00:00,신청,10,CS42,1,False
CALL002590,CUST001061,2023-09-23 10:00:00,불만,2,CS11,5,False
CALL002591,CUST003021,2024-05-17 16:00:00,신청,22,CS15,4,False
CALL002592,CUST000786,2024-08-22 14:00:00,불만,3,CS15,5,False
CALL002593,CUST004041,2023-05-06 13:00:00,신청,8,CS12,4,False
CALL002594,CUST000832,2024-04-28 11:00:00,홍보,28,CS20,5,False
CALL002595,CUST003148,2024-07-19 13:00:00,기술지원,14,CS06,3,False
CALL002596,CUST002429,2023-11-25 09:00:00,홍보,17,CS25,4,False
CALL002597,CUST003410,2023-05-21 16:00:00,요금조회,12,CS48,4,False
CALL002598,CUST002544,2023-03-20 15:00:00,기술지원,27,CS24,5,False
CALL002599,CUST003296,2024-05-19 13:00:00,불만,14,CS05,5,False
CALL002600,CUST000886,2023-04-11 10:00:00,홍보,19,CS36,4,False
CALL002601,CUST001271,2023-08-28 17:00:00,불만,29,CS23,4,False
CALL002602,CUST000571,2024-01-17 17:00:00,홍보,24,CS41,4,False
CALL002603,CUST004751,2024-05-24 16:00:00,요금조회,14,CS48,5,False
CALL002604,CUST002008,2023-04-11 13:00:00,홍보,5,CS17,5,False
CALL002605,CUST004451,2024-01-06 12:00:00,불만,2,CS35,5,False
CALL002606,CUST002030,2023-06-08 14:00:00,요금조회,8,CS16,5,False
CALL002607,CUST004647,2024-10-16 08:00:00,신청,22,CS38,4,False
CALL002608,CUST001101,2024-11-18 17:00:00,홍보,27,CS28,3,False
CALL002609,CUST002451,2024-04-17 10:00:00,기술지원,22,CS25,5,False
CALL002610,CUST001700,2023-08-21 14:00:00,기술지원,21,CS02,5,False
CALL002611,CUST001911,2023-01-20 10:00:00,홍보,21,CS30,3,True
CALL002612,CUST002428,2023-10-30 12:00:00,기술지원,13,CS14,5,False
CALL002613,CUST000319,2024-03-21 13:00:00,요금조회,3,CS20,4,False
CALL002614,CUST001021,2023-10-14 14:00:00,불만,5,CS19,1,False
CALL002615,CUST002633,2024-04-18 15:00:00,불만,23,CS25,5,False
CALL002616,CUST002555,2023-05-25 08:00:00,불만,7,CS31,2,False
CALL002617,CUST000962,2024-01-02 09:00:00,요금조회,13,CS46,5,False
