고객ID,년월,사용량(㎥),요금(원),납부상태
CUST004255,2024-02,27.34,25900,납부
CUST004255,2024-03,30.73,33137,납부
CUST004255,2024-04,45.04,41462,납부
CUST004255,2024-05,29.06,28136,납부
CUST004255,2024-06,25.91,23746,납부
CUST004255,2024-07,25.53,24867,납부
CUST004255,2024-08,20.12,20893,납부
CUST004255,2024-09,18.54,17949,납부
CUST004255,2024-10,34.39,40609,납부
CUST004255,2024-11,40.49,46562,연체
CUST004255,2024-12,22.02,20333,납부
CUST004256,2024-01,221.07,232513,연체
CUST004256,2024-02,222.57,244147,납부
CUST004256,2024-03,277.54,320617,납부
CUST004256,2024-04,160.91,185033,납부
CUST004256,2024-05,157.05,161202,연체
CUST004256,2024-06,224.72,234725,납부
CUST004256,2024-07,280.11,301232,납부
CUST004256,2024-08,189.4,185387,납부
CUST004256,2024-09,196.03,212978,납부
CUST004256,2024-10,216.69,243483,납부
CUST004256,2024-11,191.95,174047,납부
CUST004256,2024-12,106.15,121759,납부
CUST004257,2024-01,483.41,456905,연체
CUST004257,2024-02,579.3,585039,연체
CUST004257,2024-03,773.28,874827,납부
CUST004257,2024-04,597.34,611824,납부
CUST004257,2024-05,589.44,643958,납부
CUST004257,2024-06,389.69,451191,납부
CUST004257,2024-07,301.21,296653,납부
CUST004257,2024-08,321.75,317297,납부
CUST004257,2024-09,328.73,384037,납부
CUST004257,2024-10,408.15,426730,납부
CUST004257,2024-11,384.81,364425,연체
CUST004257,2024-12,558.33,592576,납부
CUST004258,2024-01,237.27,237450,납부
CUST004258,2024-02,299.43,288615,납부
CUST004258,2024-03,320.0,349491,납부
CUST004258,2024-04,198.0,224874,납부
CUST004258,2024-05,277.24,312855,납부
CUST004258,2024-06,86.11,90156,납부
CUST004258,2024-07,175.91,185663,납부
CUST004258,2024-08,113.4,134565,납부
CUST004258,2024-09,254.4,292937,면제
CUST004258,2024-10,283.05,290181,납부
CUST004258,2024-11,289.2,263302,납부
CUST004258,2024-12,184.53,180458,납부
CUST004259,2024-01,169.76,170801,납부
CUST004259,2024-02,152.13,154653,납부
CUST004259,2024-03,163.07,191639,납부
CUST004259,2024-04,138.7,140287,납부
CUST004259,2024-05,159.24,150670,납부
CUST004259,2024-06,101.45,117550,납부
CUST004259,2024-07,210.36,216284,납부
CUST004259,2024-08,101.44,110153,납부
CUST004259,2024-09,105.22,111412,연체
CUST004259,2024-10,66.22,79390,납부
CUST004259,2024-11,81.5,88906,납부
CUST004259,2024-12,190.61,221938,납부
CUST004260,2024-01,285.43,279852,납부
CUST004260,2024-02,498.45,589495,납부
CUST004260,2024-03,537.64,576884,납부
CUST004260,2024-04,477.38,527300,납부
CUST004260,2024-05,454.4,483259,납부
CUST004260,2024-06,660.55,715167,납부
CUST004260,2024-07,643.47,688765,납부
CUST004260,2024-08,722.02,772576,납부
CUST004260,2024-09,593.47,703848,납부
CUST004260,2024-10,59.17,68547,면제
CUST004260,2024-11,641.29,709669,연체
CUST004260,2024-12,448.44,514044,납부
CUST004261,2024-01,589.41,673429,납부
CUST004261,2024-02,651.5,718831,납부
CUST004261,2024-03,662.06,722959,납부
CUST004261,2024-04,348.42,337493,납부
CUST004261,2024-05,713.52,762791,납부
CUST004261,2024-06,634.37,590331,납부
CUST004261,2024-07,433.04,468087,납부
CUST004261,2024-08,469.99,540946,납부
CUST004261,2024-09,469.58,492296,연체
CUST004261,2024-10,659.28,704411,납부
CUST004261,2024-11,595.45,668505,납부
CUST004261,2024-12,424.02,503272,납부
CUST004262,2024-01,140.8,137857,납부
CUST004262,2024-02,150.67,140038,납부
CUST004262,2024-03,220.8,213952,연체
CUST004262,2024-04,184.38,202937,납부
CUST004262,2024-05,190.22,220665,납부
CUST004262,2024-06,169.11,192676,납부
CUST004262,2024-07,249.62,285338,납부
CUST004262,2024-08,167.08,187422,납부
CUST004262,2024-09,179.64,172136,납부
CUST004262,2024-10,244.18,225886,면제
CUST004262,2024-11,199.59,190928,납부
CUST004262,2024-12,170.95,173115,납부
CUST004263,2024-01,698.53,799942,납부
CUST004263,2024-02,471.43,432544,납부
CUST004263,2024-03,697.49,683423,납부
CUST004263,2024-04,709.05,848331,납부
CUST004263,2024-05,807.57,889862,연체
CUST004263,2024-06,348.36,405329,납부
CUST004263,2024-07,468.19,530363,납부
CUST004263,2024-08,371.02,374011,납부
CUST004263,2024-09,542.33,580860,납부
CUST004263,2024-10,423.47,503031,납부
CUST004263,2024-11,721.69,708351,납부
CUST004263,2024-12,380.69,366284,납부
CUST004264,2024-01,581.35,681654,납부
CUST004264,2024-02,172.97,169518,납부
CUST004264,2024-03,476.56,512233,납부
CUST004264,2024-04,547.31,604689,납부
CUST004264,2024-05,445.44,460045,납부
CUST004264,2024-06,233.12,244560,납부
CUST004264,2024-07,393.42,420707,납부
CUST004264,2024-08,663.84,607665,납부
CUST004264,2024-09,383.91,447779,납부
CUST004264,2024-10,405.51,433202,납부
CUST004264,2024-11,316.25,294509,납부
CUST004264,2024-12,332.22,334134,면제
CUST004265,2024-01,572.79,559976,납부
CUST004265,2024-02,874.64,1042231,납부
CUST004265,2024-03,464.67,493078,납부
CUST004265,2024-04,656.93,675514,납부
CUST004265,2024-05,365.26,385888,납부
CUST004265,2024-06,341.13,392527,납부
CUST004265,2024-07,611.98,645958,납부
CUST004265,2024-08,362.82,375815,납부
CUST004265,2024-09,796.0,765517,납부
CUST004265,2024-10,343.98,333397,납부
CUST004265,2024-11,517.74,498960,납부
CUST004265,2024-12,331.95,369546,납부
CUST004266,2024-01,26.55,24169,연체
CUST004266,2024-02,45.39,48122,면제
CUST004266,2024-03,27.59,26750,납부
CUST004266,2024-04,30.49,32023,연체
CUST004266,2024-05,22.76,21719,면제
CUST004266,2024-06,18.87,21942,납부
CUST004266,2024-07,28.1,33536,납부
CUST004266,2024-08,19.27,21670,납부
CUST004266,2024-09,21.28,23561,납부
CUST004266,2024-10,37.4,34128,납부
CUST004266,2024-11,20.95,19654,납부
CUST004266,2024-12,31.76,36414,납부
CUST004267,2024-01,28.43,31214,납부
CUST004267,2024-02,31.19,29411,연체
CUST004267,2024-03,26.51,30178,납부
CUST004267,2024-04,40.49,46912,납부
CUST004267,2024-05,24.81,23830,납부
CUST004267,2024-06,15.63,15075,납부
CUST004267,2024-07,22.16,22898,납부
CUST004267,2024-08,24.6,23464,납부
CUST004267,2024-09,38.15,39618,납부
CUST004267,2024-10,23.02,23989,납부
CUST004267,2024-11,54.2,49777,납부
CUST004267,2024-12,28.19,28648,납부
CUST004268,2024-01,376.06,446785,납부
CUST004268,2024-02,395.88,468006,납부
CUST004268,2024-03,743.72,720400,납부
CUST004268,2024-04,544.33,652283,납부
CUST004268,2024-05,448.61,508727,연체
CUST004268,2024-06,628.36,580208,납부
CUST004268,2024-07,516.82,475089,납부
CUST004268,2024-08,472.94,494883,납부
CUST004268,2024-09,491.48,551692,납부
CUST004268,2024-10,433.83,466891,납부
CUST004268,2024-11,573.65,686170,납부
CUST004268,2024-12,502.48,468803,납부
CUST004269,2024-01,30.56,35636,납부
CUST004269,2024-02,30.8,35008,납부
CUST004269,2024-03,30.34,30946,납부
CUST004269,2024-04,33.16,32619,연체
CUST004269,2024-05,15.08,16893,연체
CUST004269,2024-06,23.29,21817,납부
CUST004269,2024-07,29.14,27008,납부
CUST004269,2024-08,24.61,22848,납부
CUST004269,2024-09,21.34,23491,납부
CUST004269,2024-10,41.48,40074,납부
CUST004269,2024-11,27.27,27133,납부
CUST004269,2024-12,11.85,11014,납부
CUST004270,2024-01,197.1,184266,납부
CUST004270,2024-02,259.67,282232,납부
CUST004270,2024-03,151.55,145860,연체
CUST004270,2024-04,205.76,214317,납부
CUST004270,2024-05,170.24,167589,납부
CUST004270,2024-06,180.68,177709,납부
CUST004270,2024-07,151.65,164030,납부
CUST004270,2024-08,58.21,60022,납부
CUST004270,2024-09,248.42,227820,납부
CUST004270,2024-10,80.88,82564,납부
CUST004270,2024-11,238.21,223139,납부
CUST004270,2024-12,85.71,85417,납부
CUST004271,2024-01,467.93,537494,납부
CUST004271,2024-02,613.4,693283,납부
CUST004271,2024-03,433.22,516365,납부
CUST004271,2024-04,169.72,186072,납부
CUST004271,2024-05,497.97,469195,납부
CUST004271,2024-06,310.59,333264,납부
CUST004271,2024-07,378.54,443756,면제
CUST004271,2024-08,500.46,596437,납부
CUST004271,2024-09,516.96,609202,납부
CUST004271,2024-10,607.85,725870,면제
CUST004271,2024-11,507.31,571171,납부
CUST004271,2024-12,613.14,704701,납부
CUST004272,2024-01,162.2,153544,연체
CUST004272,2024-02,147.29,143773,납부
CUST004272,2024-03,139.12,155929,면제
CUST004272,2024-04,192.36,174054,납부
CUST004272,2024-05,203.79,242634,납부
CUST004272,2024-06,82.21,94283,납부
CUST004272,2024-07,202.47,233593,납부
CUST004272,2024-08,130.51,120023,연체
CUST004272,2024-09,126.75,136964,연체
CUST004272,2024-10,184.86,182102,납부
CUST004272,2024-11,140.96,143912,납부
CUST004272,2024-12,118.49,107044,납부
CUST004273,2024-01,252.61,232334,납부
CUST004273,2024-02,109.51,124773,납부
CUST004273,2024-03,104.37,108391,납부
CUST004273,2024-04,306.69,302552,납부
CUST004273,2024-05,177.15,164216,납부
CUST004273,2024-06,129.21,140090,납부
CUST004273,2024-07,216.62,241299,면제
CUST004273,2024-08,127.86,153363,납부
CUST004273,2024-09,240.01,228594,납부
CUST004273,2024-10,116.78,125445,납부
CUST004273,2024-11,91.21,84652,납부
CUST004273,2024-12,167.85,168322,납부
CUST004274,2024-01,112.74,109048,납부
CUST004274,2024-02,167.47,191363,납부
CUST004274,2024-03,101.76,101803,납부
CUST004274,2024-04,221.08,224138,납부
CUST004274,2024-05,165.22,161518,납부
CUST004274,2024-06,152.64,161299,납부
CUST004274,2024-07,179.42,169737,연체
CUST004274,2024-08,79.73,79691,연체
CUST004274,2024-09,130.79,130353,납부
CUST004274,2024-10,145.23,157755,납부
CUST004274,2024-11,197.9,193425,납부
CUST004274,2024-12,218.13,257641,납부
CUST004275,2024-01,193.04,221016,납부
CUST004275,2024-02,128.6,120088,납부
CUST004275,2024-03,203.13,219878,납부
CUST004275,2024-04,83.85,79357,납부
CUST004275,2024-05,223.01,237354,납부
CUST004275,2024-06,142.77,149197,납부
CUST004275,2024-07,151.58,174831,납부
CUST004275,2024-08,165.49,169605,면제
CUST004275,2024-09,73.77,73727,납부
CUST004275,2024-10,143.23,156418,납부
CUST004275,2024-11,218.58,244387,납부
CUST004275,2024-12,118.54,140197,납부
CUST004276,2024-01,624.5,663097,납부
CUST004276,2024-02,605.27,721794,납부
CUST004276,2024-03,442.26,517264,납부
CUST004276,2024-04,355.62,332779,납부
CUST004276,2024-05,792.45,820167,납부
CUST004276,2024-06,566.11,522971,납부
CUST004276,2024-07,366.48,354747,납부
CUST004276,2024-08,756.93,713014,납부
CUST004276,2024-09,304.7,354347,납부
CUST004276,2024-10,552.32,506428,납부
CUST004276,2024-11,397.71,454321,납부
CUST004276,2024-12,600.32,623996,납부
CUST004277,2024-01,144.86,172688,연체
CUST004277,2024-02,133.8,122009,납부
CUST004277,2024-03,383.87,421930,연체
CUST004277,2024-04,263.54,308497,납부
CUST004277,2024-05,130.82,119713,납부
CUST004277,2024-06,226.03,223578,납부
CUST004277,2024-07,146.68,158277,납부
CUST004277,2024-08,222.26,203800,면제
CUST004277,2024-09,216.39,247773,납부
CUST004277,2024-10,83.9,81553,납부
CUST004277,2024-11,191.6,188644,납부
CUST004277,2024-12,246.47,238520,납부
CUST004278,2024-01,245.44,244103,납부
CUST004278,2024-02,240.63,243846,납부
CUST004278,2024-03,214.11,203693,납부
CUST004278,2024-04,224.15,223015,납부
CUST004278,2024-05,237.88,227978,납부
CUST004278,2024-06,94.8,108522,납부
CUST004278,2024-07,168.99,190022,납부
CUST004278,2024-08,139.41,151215,납부
CUST004278,2024-09,220.95,226757,납부
CUST004278,2024-10,179.51,209458,연체
CUST004278,2024-11,291.0,298019,납부
CUST004278,2024-12,216.44,238650,납부
CUST004279,2024-01,145.27,140829,납부
CUST004279,2024-02,168.1,178852,납부
CUST004279,2024-03,130.09,148286,납부
CUST004279,2024-04,150.35,146708,납부
CUST004279,2024-05,129.23,148932,연체
CUST004279,2024-06,262.79,277232,납부
CUST004279,2024-07,138.76,133738,납부
CUST004279,2024-08,21.18,23767,납부
CUST004279,2024-09,161.39,149657,납부
CUST004279,2024-10,164.96,193101,납부
CUST004279,2024-11,189.66,203450,연체
CUST004279,2024-12,157.47,176451,납부
CUST004280,2024-01,212.32,193933,납부
CUST004280,2024-02,182.93,213467,납부
CUST004280,2024-03,184.1,199387,면제
CUST004280,2024-04,166.35,168386,납부
CUST004280,2024-05,154.01,170008,연체
CUST004280,2024-06,228.08,222493,납부
CUST004280,2024-07,222.6,257963,납부
CUST004280,2024-08,71.93,82331,납부
CUST004280,2024-09,178.97,214569,납부
CUST004280,2024-10,175.77,162613,납부
CUST004280,2024-11,93.63,98621,납부
CUST004280,2024-12,179.27,171572,납부
CUST004281,2024-01,153.26,183260,연체
CUST004281,2024-02,172.37,175294,납부
CUST004281,2024-03,183.54,209898,납부
CUST004281,2024-04,184.68,220058,납부
CUST004281,2024-05,96.37,92993,납부
CUST004281,2024-06,156.84,184557,납부
CUST004281,2024-07,202.14,192978,연체
CUST004281,2024-08,136.43,124276,연체
CUST004281,2024-09,74.72,89603,납부
CUST004281,2024-10,141.29,155138,납부
CUST004281,2024-11,163.35,159784,납부
CUST004281,2024-12,163.02,178510,납부
CUST004282,2024-01,487.62,583052,납부
CUST004282,2024-02,722.55,799211,납부
CUST004282,2024-03,497.43,591088,납부
CUST004282,2024-04,461.82,426748,납부
CUST004282,2024-05,649.54,585247,납부
CUST004282,2024-06,577.1,565147,납부
CUST004282,2024-07,549.03,521898,납부
CUST004282,2024-08,394.05,365821,납부
CUST004282,2024-09,374.26,357764,납부
CUST004282,2024-10,657.51,635461,납부
CUST004282,2024-11,399.73,416106,납부
CUST004282,2024-12,361.42,407680,납부
CUST004283,2024-01,480.63,441817,납부
CUST004283,2024-02,499.94,527333,연체
CUST004283,2024-03,408.06,437641,면제
CUST004283,2024-04,598.92,641284,납부
CUST004283,2024-05,392.96,364444,납부
CUST004283,2024-06,513.32,592460,납부
CUST004283,2024-07,469.11,522207,연체
CUST004283,2024-08,402.73,398691,납부
CUST004283,2024-09,423.78,408820,납부
CUST004283,2024-10,418.0,417541,납부
CUST004283,2024-11,541.37,589148,납부
CUST004283,2024-12,380.98,420684,납부
CUST004284,2024-01,146.9,174556,면제
CUST004284,2024-02,141.6,140429,연체
CUST004284,2024-03,146.64,147037,납부
CUST004284,2024-04,121.79,141321,납부
CUST004284,2024-05,197.56,223513,납부
CUST004284,2024-06,200.94,194979,납부
CUST004284,2024-07,73.94,82520,납부
CUST004284,2024-08,180.28,201362,납부
CUST004284,2024-09,70.01,67174,납부
CUST004284,2024-10,207.31,228186,납부
CUST004284,2024-11,90.47,97431,납부
CUST004284,2024-12,151.48,160048,납부
CUST004285,2024-01,281.32,253205,납부
CUST004285,2024-02,582.09,668021,납부
CUST004285,2024-03,487.06,531471,납부
CUST004285,2024-04,374.28,377161,납부
CUST004285,2024-05,431.98,468691,납부
CUST004285,2024-06,489.9,479591,납부
CUST004285,2024-07,626.54,633951,납부
CUST004285,2024-08,812.84,930672,납부
CUST004285,2024-09,363.72,363662,납부
CUST004285,2024-10,278.55,331950,납부
CUST004285,2024-11,428.91,509281,납부
CUST004285,2024-12,827.07,758952,납부
CUST004286,2024-01,432.16,504097,납부
CUST004286,2024-02,417.93,490111,납부
CUST004286,2024-03,637.31,580647,연체
CUST004286,2024-04,599.71,546688,납부
CUST004286,2024-05,393.51,407864,납부
CUST004286,2024-06,635.59,714029,납부
CUST004286,2024-07,739.54,751808,납부
CUST004286,2024-08,576.09,670585,납부
CUST004286,2024-09,568.58,559787,납부
CUST004286,2024-10,503.63,552594,납부
CUST004286,2024-11,434.91,473906,연체
CUST004286,2024-12,405.46,393996,납부
CUST004287,2024-01,211.38,237981,납부
CUST004287,2024-02,137.7,135894,납부
CUST004287,2024-03,222.98,245843,납부
CUST004287,2024-04,224.78,217293,연체
CUST004287,2024-05,263.16,252764,납부
CUST004287,2024-06,215.39,237947,납부
CUST004287,2024-07,197.31,209385,납부
CUST004287,2024-08,173.31,173759,연체
CUST004287,2024-09,239.07,257754,납부
CUST004287,2024-10,207.87,238692,납부
CUST004287,2024-11,164.16,186213,납부
CUST004287,2024-12,198.86,233842,납부
CUST004288,2024-01,273.42,281841,납부
CUST004288,2024-02,308.58,318073,납부
CUST004288,2024-03,126.72,138531,납부
CUST004288,2024-04,205.59,194714,납부
CUST004288,2024-05,146.86,167431,납부
CUST004288,2024-06,144.63,149055,면제
CUST004288,2024-07,133.73,130711,납부
CUST004288,2024-08,255.21,239194,납부
CUST004288,2024-09,231.38,221843,납부
CUST004288,2024-10,191.52,218685,납부
CUST004288,2024-11,249.14,294843,납부
CUST004288,2024-12,144.34,142467,납부
CUST004289,2024-01,145.02,145932,납부
CUST004289,2024-02,160.34,159195,납부
CUST004289,2024-03,129.71,130632,납부
CUST004289,2024-04,148.11,161210,납부
CUST004289,2024-05,117.33,123149,납부
CUST004289,2024-06,224.54,211754,납부
CUST004289,2024-07,170.15,167736,납부
CUST004289,2024-08,102.06,98435,납부
CUST004289,2024-09,171.92,185163,납부
CUST004289,2024-10,135.5,160319,납부
CUST004289,2024-11,210.87,237609,납부
CUST004289,2024-12,167.04,151760,납부
CUST004290,2024-01,433.35,488997,납부
CUST004290,2024-02,470.59,559047,납부
CUST004290,2024-03,386.23,371422,납부
CUST004290,2024-04,536.85,527350,납부
CUST004290,2024-05,651.33,715182,납부
CUST004290,2024-06,344.79,329229,납부
CUST004290,2024-07,214.44,248322,납부
CUST004290,2024-08,582.81,621184,납부
CUST004290,2024-09,323.18,306881,납부
CUST004290,2024-10,498.62,566749,납부
CUST004290,2024-11,187.23,174657,납부
CUST004290,2024-12,697.78,824835,납부
CUST004291,2024-01,244.88,236133,납부
CUST004291,2024-02,212.09,206207,면제
CUST004291,2024-03,217.97,226746,납부
CUST004291,2024-04,196.52,210419,납부
CUST004291,2024-05,208.53,205527,납부
CUST004291,2024-06,230.32,209501,납부
CUST004291,2024-07,104.78,100611,납부
CUST004291,2024-08,170.69,182630,연체
CUST004291,2024-09,366.81,358067,연체
CUST004291,2024-10,261.28,311302,납부
CUST004291,2024-11,189.64,171286,납부
CUST004291,2024-12,180.6,163249,납부
CUST004292,2024-01,31.54,30855,납부
CUST004292,2024-02,31.38,34847,납부
CUST004292,2024-03,17.1,19395,납부
CUST004292,2024-04,23.25,27341,연체
CUST004292,2024-05,41.88,42513,납부
CUST004292,2024-06,30.65,30470,납부
CUST004292,2024-07,24.64,29097,납부
CUST004292,2024-08,24.4,22668,납부
CUST004292,2024-09,44.41,45778,납부
CUST004292,2024-10,38.94,43401,납부
CUST004292,2024-11,15.27,18108,납부
CUST004292,2024-12,18.09,17732,납부
CUST004293,2024-01,507.06,565473,납부
CUST004293,2024-02,463.99,536082,납부
CUST004293,2024-03,682.03,781867,납부
CUST004293,2024-04,489.53,584670,납부
CUST004293,2024-05,777.28,839986,납부
CUST004293,2024-06,500.98,533241,납부
CUST004293,2024-07,590.08,633136,납부
CUST004293,2024-08,566.85,629009,납부
CUST004293,2024-09,350.59,391089,납부
CUST004293,2024-10,504.91,551230,연체
CUST004293,2024-11,419.92,449295,납부
CUST004293,2024-12,730.28,793376,납부
CUST004294,2024-01,38.75,35583,납부
CUST004294,2024-02,26.35,29549,납부
CUST004294,2024-03,40.59,44937,납부
CUST004294,2024-04,36.55,41708,납부
CUST004294,2024-05,24.87,28905,연체
CUST004294,2024-06,33.33,30429,납부
CUST004294,2024-07,30.56,34934,납부
CUST004294,2024-08,26.6,29163,납부
CUST004294,2024-09,24.49,27837,납부
CUST004294,2024-10,24.26,26910,연체
CUST004294,2024-11,5.0,5742,납부
CUST004294,2024-12,11.64,11255,납부
CUST004295,2024-01,193.29,216698,납부
CUST004295,2024-02,131.91,155275,납부
CUST004295,2024-03,175.98,168504,면제
CUST004295,2024-04,259.65,308359,면제
CUST004295,2024-05,143.27,148372,납부
CUST004295,2024-06,113.36,104173,납부
CUST004295,2024-07,227.48,230439,납부
CUST004295,2024-08,119.0,141220,연체
CUST004295,2024-09,5.0,5283,납부
CUST004295,2024-10,175.03,169291,납부
CUST004295,2024-11,142.44,145435,납부
CUST004295,2024-12,103.0,93736,납부
CUST004296,2024-01,606.92,578774,납부
CUST004296,2024-02,523.18,525367,납부
CUST004296,2024-03,382.38,445432,납부
CUST004296,2024-04,483.94,545130,납부
CUST004296,2024-05,671.75,658587,납부
CUST004296,2024-06,530.61,574060,납부
CUST004296,2024-07,539.7,517403,납부
CUST004296,2024-08,517.21,560375,납부
CUST004296,2024-09,513.94,569856,납부
CUST004296,2024-10,496.02,479882,납부
CUST004296,2024-11,205.11,229121,납부
CUST004296,2024-12,512.67,530653,납부
CUST004297,2024-01,140.18,147394,납부
CUST004297,2024-02,137.71,164193,납부
CUST004297,2024-03,148.26,170503,납부
CUST004297,2024-04,225.67,228530,납부
CUST004297,2024-05,248.66,239030,납부
CUST004297,2024-06,150.38,165841,납부
CUST004297,2024-07,192.45,210568,납부
CUST004297,2024-08,212.69,196244,납부
CUST004297,2024-09,165.52,160554,납부
CUST004297,2024-10,165.72,195430,납부
CUST004297,2024-11,111.51,106536,납부
CUST004297,2024-12,258.79,239518,납부
CUST004298,2024-01,102.01,98570,납부
CUST004298,2024-02,212.75,236276,면제
CUST004298,2024-03,88.88,90378,면제
CUST004298,2024-04,108.86,109803,납부
CUST004298,2024-05,123.8,122351,납부
CUST004298,2024-06,190.28,188625,납부
CUST004298,2024-07,217.23,216769,면제
CUST004298,2024-08,147.71,151117,납부
CUST004298,2024-09,171.12,195913,면제
CUST004298,2024-10,176.52,204853,납부
CUST004298,2024-11,132.86,144810,납부
CUST004298,2024-12,195.16,213274,납부
CUST004299,2024-01,142.39,133071,납부
CUST004299,2024-02,165.35,186867,납부
CUST004299,2024-03,188.95,194278,납부
CUST004299,2024-04,171.78,159036,면제
CUST004299,2024-05,123.8,112218,납부
CUST004299,2024-06,154.99,164390,납부
CUST004299,2024-07,178.04,184988,납부
CUST004299,2024-08,71.23,81714,납부
CUST004299,2024-09,154.85,176967,납부
CUST004299,2024-10,222.42,238880,납부
CUST004299,2024-11,197.42,235499,납부
CUST004299,2024-12,145.61,173966,납부
CUST004300,2024-01,157.03,176658,납부
CUST004300,2024-02,107.13,107265,납부
CUST004300,2024-03,170.85,163149,납부
CUST004300,2024-04,90.46,100493,납부
CUST004300,2024-05,176.08,180809,납부
CUST004300,2024-06,185.54,213024,납부
CUST004300,2024-07,108.47,105572,납부
CUST004300,2024-08,196.14,225695,납부
CUST004300,2024-09,120.96,127808,납부
CUST004300,2024-10,124.29,125356,납부
CUST004300,2024-11,173.19,188737,납부
CUST004300,2024-12,145.14,154065,납부
CUST004301,2024-01,136.58,131696,납부
CUST004301,2024-02,95.85,97166,납부
CUST004301,2024-03,190.65,228523,납부
CUST004301,2024-04,113.86,124876,납부
CUST004301,2024-05,228.27,216358,납부
CUST004301,2024-06,171.92,203782,납부
CUST004301,2024-07,159.17,182474,납부
CUST004301,2024-08,130.7,136010,납부
CUST004301,2024-09,170.66,176733,납부
CUST004301,2024-10,156.06,169270,납부
CUST004301,2024-11,181.02,195422,납부
CUST004301,2024-12,132.83,134735,납부
CUST004302,2024-01,731.58,746617,면제
CUST004302,2024-02,409.35,490484,연체
CUST004302,2024-03,521.69,483147,면제
CUST004302,2024-04,521.97,485215,납부
CUST004302,2024-05,331.5,327965,납부
CUST004302,2024-06,613.1,589325,납부
CUST004302,2024-07,646.81,670989,납부
CUST004302,2024-08,485.49,504941,납부
CUST004302,2024-09,326.61,297019,납부
CUST004302,2024-10,503.9,491004,납부
CUST004302,2024-11,342.54,409110,납부
CUST004302,2024-12,614.4,556161,납부
CUST004303,2024-01,41.72,49813,면제
CUST004303,2024-02,31.7,35874,납부
CUST004303,2024-03,20.45,24041,납부
CUST004303,2024-04,17.11,16245,납부
CUST004303,2024-05,33.23,37254,납부
CUST004303,2024-06,36.73,33359,납부
CUST004303,2024-07,18.66,19085,납부
CUST004303,2024-08,26.65,31868,납부
CUST004303,2024-09,28.68,31598,납부
CUST004303,2024-10,17.98,20112,납부
CUST004303,2024-11,35.12,38919,납부
CUST004303,2024-12,43.71,45023,납부
CUST004304,2024-01,442.14,398457,납부
CUST004304,2024-02,462.35,506636,납부
CUST004304,2024-03,536.36,516591,면제
CUST004304,2024-04,157.43,182223,납부
CUST004304,2024-05,562.39,562491,납부
CUST004304,2024-06,610.93,585933,납부
CUST004304,2024-07,472.47,511570,납부
CUST004304,2024-08,369.28,347676,납부
CUST004304,2024-09,550.13,531705,납부
CUST004304,2024-10,522.62,581837,면제
CUST004304,2024-11,240.32,216407,연체
CUST004304,2024-12,570.62,671447,납부
CUST004305,2024-01,249.37,262972,납부
CUST004305,2024-02,477.76,453932,납부
CUST004305,2024-03,554.72,542583,납부
CUST004305,2024-04,357.66,374862,납부
CUST004305,2024-05,591.97,625865,납부
CUST004305,2024-06,489.84,576764,납부
CUST004305,2024-07,513.97,560187,납부
CUST004305,2024-08,497.0,552451,연체
CUST004305,2024-09,761.78,898752,면제
CUST004305,2024-10,560.79,533490,납부
CUST004305,2024-11,378.73,412225,납부
CUST004305,2024-12,610.13,705222,납부
CUST004306,2024-01,432.71,505212,납부
CUST004306,2024-02,538.59,541733,납부
CUST004306,2024-03,577.71,657137,납부
CUST004306,2024-04,546.59,648702,납부
CUST004306,2024-05,364.23,430533,납부
CUST004306,2024-06,335.97,347302,납부
CUST004306,2024-07,565.3,547222,납부
CUST004306,2024-08,499.21,500383,납부
CUST004306,2024-09,593.48,582466,납부
CUST004306,2024-10,354.47,410203,납부
CUST004306,2024-11,576.17,592598,납부
CUST004306,2024-12,589.69,565409,납부
CUST004307,2024-01,171.88,193944,납부
CUST004307,2024-02,231.28,257034,납부
CUST004307,2024-03,224.34,220503,연체
CUST004307,2024-04,252.81,271545,납부
CUST004307,2024-05,198.31,193052,납부
CUST004307,2024-06,215.87,205841,납부
CUST004307,2024-07,260.24,260759,연체
CUST004307,2024-08,189.99,209572,납부
CUST004307,2024-09,138.2,132932,납부
CUST004307,2024-10,131.71,147880,납부
CUST004307,2024-11,169.13,172319,연체
CUST004307,2024-12,135.61,147286,연체
CUST004308,2024-01,164.98,162403,납부
CUST004308,2024-02,125.26,125954,연체
CUST004308,2024-03,75.16,77695,납부
CUST004308,2024-04,149.55,140917,납부
CUST004308,2024-05,184.37,175338,납부
CUST004308,2024-06,128.04,136402,납부
CUST004308,2024-07,105.08,119824,납부
CUST004308,2024-08,178.73,171586,납부
CUST004308,2024-09,227.86,241189,납부
CUST004308,2024-10,203.67,208426,납부
CUST004308,2024-11,75.37,69160,납부
CUST004308,2024-12,239.81,283232,납부
CUST004309,2024-01,486.61,455389,납부
CUST004309,2024-02,363.31,393343,납부
CUST004309,2024-03,316.93,372632,납부
CUST004309,2024-04,581.66,524519,납부
CUST004309,2024-05,464.74,495670,납부
CUST004309,2024-06,376.84,401412,납부
CUST004309,2024-07,487.83,564239,납부
CUST004309,2024-08,740.14,721663,납부
CUST004309,2024-09,591.23,693819,납부
CUST004309,2024-10,450.1,459494,납부
CUST004309,2024-11,636.11,594645,납부
CUST004309,2024-12,376.98,443266,납부
CUST004310,2024-01,42.05,47821,납부
CUST004310,2024-02,21.37,24541,납부
CUST004310,2024-03,29.49,26643,납부
CUST004310,2024-04,14.38,15383,납부
CUST004310,2024-05,34.08,38427,납부
CUST004310,2024-06,23.29,26147,면제
