불만ID,고객ID,접수일시,카테고리,내용,상태,만족도,해결완료일
COMP001505,CUST000830,2023-04-03 11:00:00,요금,고객센터 응답이 느려요,처리중,1,
COMP001506,CUST004561,2024-07-01 10:00:00,기술,요금이 지난달보다 많이 나왔어요,처리중,4,2023-07-24
COMP001507,CUST004013,2023-03-24 14:00:00,안전,가스 냄새가 심합니다,처리중,3,2024-05-17
COMP001508,CUST004717,2023-10-24 20:00:00,기타,환불이 안 되네요,완료,1,2023-10-20
COMP001509,CUST000284,2023-07-27 05:00:00,안전,환불이 안 되네요,접수,3,2023-06-15
COMP001510,CUST002428,2024-07-21 01:00:00,서비스,요금이 지난달보다 많이 나왔어요,완료,1,2024-06-25
COMP001511,CUST003594,2024-01-29 21:00:00,기술,정기점검을 안 해줬어요,완료,5,
COMP001512,CUST004429,2023-07-15 09:00:00,요금,청구서 오류가 있습니다,처리중,2,2024-08-19
COMP001513,CUST002888,2024-12-13 12:00:00,공급,가스 냄새가 심합니다,완료,3,2024-11-15
COMP001514,CUST001813,2023-04-20 20:00:00,공급,가스 냄새가 심합니다,접수,4,2023-02-04
COMP001515,CUST002160,2024-12-06 11:00:00,요금,가스 냄새가 심합니다,완료,1,
COMP001516,CUST000139,2024-05-13 02:00:00,공급,공급이 자주 끊겨요,보류,1,
COMP001517,CUST003206,2024-10-09 14:00:00,서비스,청구서 오류가 있습니다,완료,4,2024-02-22
COMP001518,CUST004227,2023-07-14 04:00:00,안전,가스 냄새가 심합니다,처리중,2,2023-03-15
COMP001519,CUST000977,2023-02-06 06:00:00,기술,앱 사용이 불편해요,완료,3,2024-11-29
COMP001520,CUST004848,2023-01-26 23:00:00,안전,앱 사용이 불편해요,처리중,3,
COMP001521,CUST001703,2024-08-30 07:00:00,기술,상담원 친절도가 떨어져요,접수,2,
COMP001522,CUST001276,2024-05-15 12:00:00,기타,청구서 오류가 있습니다,처리중,2,
COMP001523,CUST002825,2023-03-06 17:00:00,기술,상담원 친절도가 떨어져요,보류,3,2023-08-01
COMP001524,CUST004713,2024-10-20 09:00:00,기타,상담원 친절도가 떨어져요,완료,3,2024-04-30
COMP001525,CUST003736,2024-05-26 17:00:00,요금,청구서 오류가 있습니다,보류,1,2024-01-01
COMP001526,CUST001711,2024-04-05 00:00:00,서비스,상담원 친절도가 떨어져요,완료,3,
COMP001527,CUST000213,2023-02-07 10:00:00,기술,계약 변경이 어려워요,접수,3,2023-05-22
COMP001528,CUST001526,2023-02-27 10:00:00,공급,정기점검을 안 해줬어요,접수,2,
COMP001529,CUST004047,2023-02-13 12:00:00,기술,청구서 오류가 있습니다,보류,2,2024-10-02
COMP001530,CUST003505,2023-05-02 06:00:00,기타,고객센터 응답이 느려요,완료,5,2023-03-14
COMP001531,CUST003219,2024-10-31 21:00:00,서비스,공급이 자주 끊겨요,완료,1,2023-05-11
COMP001532,CUST000874,2024-06-19 14:00:00,서비스,앱 사용이 불편해요,완료,2,
COMP001533,CUST000652,2024-11-25 17:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,1,2023-05-01
COMP001534,CUST002912,2023-06-02 23:00:00,기술,앱 사용이 불편해요,완료,2,2023-02-22
COMP001535,CUST000581,2024-08-16 07:00:00,기술,가스 냄새가 심합니다,완료,1,
COMP001536,CUST002730,2023-03-15 01:00:00,서비스,요금이 지난달보다 많이 나왔어요,접수,5,2023-08-18
COMP001537,CUST000506,2023-05-25 15:00:00,서비스,가스 냄새가 심합니다,보류,1,
COMP001538,CUST000134,2024-10-31 00:00:00,안전,가스 냄새가 심합니다,완료,3,2023-09-15
COMP001539,CUST004040,2024-04-27 19:00:00,서비스,앱 사용이 불편해요,접수,5,2024-01-02
COMP001540,CUST004832,2023-02-16 07:00:00,서비스,상담원 친절도가 떨어져요,처리중,4,2023-06-11
COMP001541,CUST001858,2024-12-19 20:00:00,기술,가스 냄새가 심합니다,완료,1,
COMP001542,CUST004776,2023-05-14 00:00:00,서비스,가스 냄새가 심합니다,완료,5,2024-08-12
COMP001543,CUST002735,2023-06-26 20:00:00,안전,앱 사용이 불편해요,처리중,2,2024-06-14
COMP001544,CUST004820,2023-02-21 09:00:00,기타,청구서 오류가 있습니다,완료,2,
COMP001545,CUST003015,2023-04-10 14:00:00,요금,정기점검을 안 해줬어요,완료,5,2024-02-13
COMP001546,CUST004693,2024-09-17 05:00:00,기술,가스 냄새가 심합니다,접수,1,
COMP001547,CUST004498,2024-08-28 02:00:00,요금,정기점검을 안 해줬어요,보류,2,2023-04-24
COMP001548,CUST000716,2023-04-19 03:00:00,공급,고객센터 응답이 느려요,접수,4,2023-09-27
COMP001549,CUST000531,2024-05-24 19:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,5,
COMP001550,CUST000551,2024-09-22 07:00:00,기술,청구서 오류가 있습니다,완료,4,2024-03-07
COMP001551,CUST002649,2023-03-06 06:00:00,공급,요금이 지난달보다 많이 나왔어요,보류,3,2023-12-09
COMP001552,CUST003648,2024-03-12 10:00:00,기술,공급이 자주 끊겨요,접수,1,
COMP001553,CUST000629,2024-11-25 12:00:00,기술,청구서 오류가 있습니다,접수,1,2023-07-29
COMP001554,CUST001191,2023-11-29 03:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,3,2023-12-04
COMP001555,CUST001587,2024-12-01 18:00:00,안전,환불이 안 되네요,완료,1,
COMP001556,CUST001950,2024-07-12 04:00:00,기술,공급이 자주 끊겨요,완료,2,
COMP001557,CUST002598,2023-11-26 06:00:00,요금,고객센터 응답이 느려요,완료,3,
COMP001558,CUST000306,2023-02-16 18:00:00,서비스,계약 변경이 어려워요,처리중,3,2023-03-16
COMP001559,CUST001138,2023-06-27 10:00:00,기타,앱 사용이 불편해요,완료,5,
COMP001560,CUST000631,2023-03-06 03:00:00,공급,가스 냄새가 심합니다,완료,2,2024-09-16
COMP001561,CUST003783,2023-10-08 04:00:00,요금,상담원 친절도가 떨어져요,보류,2,
COMP001562,CUST000001,2024-03-01 05:00:00,기술,청구서 오류가 있습니다,완료,4,
COMP001563,CUST004110,2024-12-14 11:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,3,2023-03-14
COMP001564,CUST001531,2024-07-20 05:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,4,
COMP001565,CUST000178,2024-03-25 07:00:00,요금,가스 냄새가 심합니다,완료,4,2024-09-19
COMP001566,CUST000859,2024-08-18 01:00:00,기타,가스 냄새가 심합니다,접수,5,
COMP001567,CUST004020,2023-05-17 03:00:00,서비스,계약 변경이 어려워요,처리중,2,
COMP001568,CUST001995,2024-10-09 19:00:00,기술,고객센터 응답이 느려요,접수,3,2023-05-13
COMP001569,CUST001211,2024-01-21 05:00:00,기타,가스 냄새가 심합니다,보류,4,2023-02-12
COMP001570,CUST003292,2023-01-17 15:00:00,서비스,계약 변경이 어려워요,완료,1,2024-05-23
COMP001571,CUST001885,2023-03-24 00:00:00,요금,고객센터 응답이 느려요,완료,5,2024-10-27
COMP001572,CUST002264,2023-01-08 05:00:00,기술,청구서 오류가 있습니다,접수,5,2024-05-04
COMP001573,CUST002552,2023-04-02 22:00:00,기술,환불이 안 되네요,보류,5,2023-08-22
COMP001574,CUST003197,2024-10-29 18:00:00,공급,가스 냄새가 심합니다,처리중,2,2023-02-26
COMP001575,CUST004541,2023-10-18 13:00:00,기타,고객센터 응답이 느려요,완료,4,2023-07-20
COMP001576,CUST002013,2024-12-11 15:00:00,기타,가스 냄새가 심합니다,처리중,5,2024-01-24
COMP001577,CUST000062,2024-12-09 04:00:00,공급,요금이 지난달보다 많이 나왔어요,보류,1,
COMP001578,CUST003947,2023-07-31 04:00:00,안전,고객센터 응답이 느려요,처리중,2,
COMP001579,CUST002452,2024-10-17 08:00:00,안전,계약 변경이 어려워요,접수,2,2023-02-23
COMP001580,CUST001945,2024-06-19 14:00:00,안전,공급이 자주 끊겨요,접수,3,2024-01-22
COMP001581,CUST003492,2024-02-26 07:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,5,
COMP001582,CUST002450,2023-06-28 19:00:00,공급,고객센터 응답이 느려요,완료,2,2024-03-13
COMP001583,CUST003820,2024-12-09 01:00:00,요금,정기점검을 안 해줬어요,보류,5,2023-04-29
COMP001584,CUST001600,2024-09-02 05:00:00,요금,공급이 자주 끊겨요,보류,1,2024-09-22
COMP001585,CUST004926,2024-05-26 19:00:00,서비스,청구서 오류가 있습니다,완료,5,
COMP001586,CUST004160,2023-04-01 20:00:00,기술,가스 냄새가 심합니다,보류,4,2023-07-18
COMP001587,CUST002432,2023-11-05 11:00:00,공급,계약 변경이 어려워요,완료,4,2023-03-01
COMP001588,CUST003028,2024-03-04 00:00:00,요금,앱 사용이 불편해요,완료,1,2023-04-05
COMP001589,CUST004816,2024-07-25 07:00:00,요금,가스 냄새가 심합니다,완료,2,2023-08-21
COMP001590,CUST000432,2023-07-16 03:00:00,요금,청구서 오류가 있습니다,접수,4,2024-07-03
COMP001591,CUST003316,2024-06-26 03:00:00,요금,청구서 오류가 있습니다,완료,3,2023-01-16
COMP001592,CUST002851,2024-09-25 11:00:00,요금,고객센터 응답이 느려요,완료,1,
COMP001593,CUST001374,2024-07-06 16:00:00,기타,환불이 안 되네요,접수,1,2023-02-28
COMP001594,CUST000016,2023-08-13 14:00:00,공급,상담원 친절도가 떨어져요,완료,5,2023-05-10
COMP001595,CUST002063,2024-10-03 21:00:00,기타,정기점검을 안 해줬어요,보류,3,2023-10-17
COMP001596,CUST004273,2023-08-02 08:00:00,공급,공급이 자주 끊겨요,처리중,4,2023-12-25
COMP001597,CUST003679,2023-02-24 06:00:00,서비스,공급이 자주 끊겨요,접수,3,
COMP001598,CUST000491,2023-04-26 04:00:00,안전,고객센터 응답이 느려요,처리중,5,
COMP001599,CUST000168,2024-12-02 15:00:00,요금,고객센터 응답이 느려요,접수,5,
COMP001600,CUST003167,2024-05-24 05:00:00,기타,가스 냄새가 심합니다,접수,4,2024-02-12
COMP001601,CUST002272,2023-06-13 21:00:00,안전,가스 냄새가 심합니다,완료,1,2023-05-06
COMP001602,CUST002315,2023-02-14 01:00:00,기타,환불이 안 되네요,완료,4,
COMP001603,CUST000753,2024-10-22 11:00:00,서비스,정기점검을 안 해줬어요,완료,1,2024-07-10
COMP001604,CUST000948,2023-10-19 06:00:00,서비스,청구서 오류가 있습니다,완료,4,2024-12-23
COMP001605,CUST001242,2024-03-21 08:00:00,기타,청구서 오류가 있습니다,접수,4,
COMP001606,CUST000670,2023-12-09 19:00:00,서비스,상담원 친절도가 떨어져요,완료,4,2023-08-14
COMP001607,CUST002392,2024-04-09 01:00:00,공급,정기점검을 안 해줬어요,처리중,4,2023-11-06
COMP001608,CUST000064,2023-04-17 23:00:00,기타,가스 냄새가 심합니다,완료,3,
COMP001609,CUST002865,2023-02-23 17:00:00,기술,요금이 지난달보다 많이 나왔어요,접수,5,
COMP001610,CUST001428,2023-06-30 05:00:00,요금,상담원 친절도가 떨어져요,접수,1,2024-10-31
COMP001611,CUST000227,2023-01-30 15:00:00,공급,상담원 친절도가 떨어져요,완료,4,2023-10-01
COMP001612,CUST002782,2024-06-11 03:00:00,기타,가스 냄새가 심합니다,완료,1,2024-07-08
COMP001613,CUST002938,2023-03-14 07:00:00,기술,환불이 안 되네요,완료,3,2023-02-25
COMP001614,CUST002825,2024-03-31 18:00:00,요금,계약 변경이 어려워요,완료,4,2024-02-25
COMP001615,CUST004823,2024-08-16 10:00:00,기타,고객센터 응답이 느려요,완료,3,
COMP001616,CUST000261,2024-03-05 06:00:00,요금,청구서 오류가 있습니다,완료,1,
COMP001617,CUST004698,2024-11-24 10:00:00,안전,가스 냄새가 심합니다,완료,3,2023-07-28
COMP001618,CUST000975,2023-08-24 03:00:00,기타,요금이 지난달보다 많이 나왔어요,접수,3,
COMP001619,CUST002467,2023-11-30 07:00:00,서비스,계약 변경이 어려워요,접수,1,
COMP001620,CUST004450,2023-04-11 07:00:00,서비스,고객센터 응답이 느려요,완료,3,2023-11-09
COMP001621,CUST000015,2024-02-27 06:00:00,서비스,환불이 안 되네요,완료,1,
COMP001622,CUST004215,2024-01-20 07:00:00,안전,상담원 친절도가 떨어져요,처리중,5,2024-01-17
COMP001623,CUST003702,2023-03-17 15:00:00,요금,앱 사용이 불편해요,완료,3,
COMP001624,CUST004268,2024-08-22 15:00:00,서비스,가스 냄새가 심합니다,완료,2,
COMP001625,CUST004646,2023-02-25 13:00:00,안전,공급이 자주 끊겨요,처리중,2,2023-08-29
COMP001626,CUST000292,2023-05-29 06:00:00,서비스,앱 사용이 불편해요,접수,4,
COMP001627,CUST004564,2024-09-16 14:00:00,안전,상담원 친절도가 떨어져요,접수,3,
COMP001628,CUST001236,2023-07-02 12:00:00,기타,공급이 자주 끊겨요,처리중,3,2023-04-27
COMP001629,CUST003249,2024-01-18 04:00:00,기타,고객센터 응답이 느려요,완료,1,2023-02-04
COMP001630,CUST003004,2024-04-13 23:00:00,서비스,환불이 안 되네요,완료,2,2024-08-25
COMP001631,CUST002616,2023-07-18 20:00:00,요금,정기점검을 안 해줬어요,처리중,5,2023-03-28
COMP001632,CUST001471,2024-01-03 08:00:00,서비스,환불이 안 되네요,완료,2,2024-09-16
COMP001633,CUST003851,2023-07-27 10:00:00,공급,청구서 오류가 있습니다,접수,4,2023-01-20
COMP001634,CUST004832,2023-05-11 01:00:00,서비스,앱 사용이 불편해요,완료,1,
COMP001635,CUST002013,2024-12-09 18:00:00,서비스,환불이 안 되네요,완료,1,2023-02-15
COMP001636,CUST004536,2023-03-03 08:00:00,안전,앱 사용이 불편해요,처리중,1,2024-01-24
COMP001637,CUST000547,2023-05-20 03:00:00,공급,고객센터 응답이 느려요,완료,4,2024-03-17
COMP001638,CUST000666,2024-04-21 14:00:00,요금,청구서 오류가 있습니다,완료,3,2024-11-07
COMP001639,CUST003221,2024-03-04 05:00:00,안전,청구서 오류가 있습니다,접수,5,2024-07-08
COMP001640,CUST002753,2023-12-18 07:00:00,요금,환불이 안 되네요,완료,4,
COMP001641,CUST004667,2023-10-30 19:00:00,안전,앱 사용이 불편해요,완료,1,
COMP001642,CUST003985,2023-06-10 20:00:00,요금,앱 사용이 불편해요,완료,5,
COMP001643,CUST004795,2024-09-18 05:00:00,기타,앱 사용이 불편해요,접수,2,
COMP001644,CUST004457,2024-08-14 17:00:00,공급,계약 변경이 어려워요,접수,2,2023-09-26
COMP001645,CUST003779,2023-08-24 02:00:00,안전,상담원 친절도가 떨어져요,완료,1,
COMP001646,CUST000958,2024-02-26 16:00:00,공급,정기점검을 안 해줬어요,보류,5,2023-01-29
COMP001647,CUST004890,2024-05-15 06:00:00,안전,상담원 친절도가 떨어져요,완료,3,2024-09-28
COMP001648,CUST000168,2024-08-28 15:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,4,2024-03-13
COMP001649,CUST001168,2024-04-18 08:00:00,안전,가스 냄새가 심합니다,완료,1,
COMP001650,CUST003733,2023-01-15 23:00:00,기타,가스 냄새가 심합니다,완료,3,
COMP001651,CUST002453,2024-03-14 23:00:00,요금,가스 냄새가 심합니다,완료,2,
COMP001652,CUST004262,2023-09-10 07:00:00,안전,앱 사용이 불편해요,완료,5,
COMP001653,CUST003933,2023-12-02 13:00:00,공급,가스 냄새가 심합니다,접수,2,2024-11-25
COMP001654,CUST003875,2024-08-16 07:00:00,안전,정기점검을 안 해줬어요,완료,2,2024-07-01
COMP001655,CUST004587,2024-08-28 04:00:00,공급,가스 냄새가 심합니다,완료,2,2024-08-09
COMP001656,CUST001092,2024-08-10 00:00:00,기술,계약 변경이 어려워요,완료,3,
COMP001657,CUST000438,2024-03-03 01:00:00,서비스,정기점검을 안 해줬어요,완료,4,
COMP001658,CUST001753,2023-02-11 15:00:00,안전,정기점검을 안 해줬어요,완료,4,2024-01-26
COMP001659,CUST002481,2024-05-31 01:00:00,요금,상담원 친절도가 떨어져요,완료,1,2023-09-01
COMP001660,CUST000532,2024-03-11 16:00:00,공급,고객센터 응답이 느려요,완료,2,2023-01-16
COMP001661,CUST002425,2024-02-08 15:00:00,안전,청구서 오류가 있습니다,접수,4,2024-11-29
COMP001662,CUST003215,2024-12-14 03:00:00,기술,계약 변경이 어려워요,접수,2,
COMP001663,CUST000664,2024-04-08 15:00:00,서비스,환불이 안 되네요,접수,4,2023-09-13
COMP001664,CUST001258,2023-09-04 02:00:00,기타,공급이 자주 끊겨요,완료,5,
COMP001665,CUST003317,2024-07-25 00:00:00,서비스,고객센터 응답이 느려요,보류,5,2024-08-07
COMP001666,CUST004475,2024-12-10 23:00:00,요금,공급이 자주 끊겨요,완료,2,2024-09-22
COMP001667,CUST002167,2024-02-21 06:00:00,서비스,계약 변경이 어려워요,보류,5,2023-10-03
COMP001668,CUST002580,2023-05-16 11:00:00,서비스,앱 사용이 불편해요,완료,3,
COMP001669,CUST001037,2023-10-30 07:00:00,서비스,환불이 안 되네요,완료,3,
COMP001670,CUST002042,2024-10-25 02:00:00,안전,청구서 오류가 있습니다,완료,5,
COMP001671,CUST002945,2023-01-17 15:00:00,기술,가스 냄새가 심합니다,완료,5,
COMP001672,CUST000278,2024-11-16 09:00:00,요금,상담원 친절도가 떨어져요,처리중,5,2024-08-05
COMP001673,CUST002254,2023-06-15 22:00:00,안전,요금이 지난달보다 많이 나왔어요,보류,1,
COMP001674,CUST004011,2024-04-15 18:00:00,요금,앱 사용이 불편해요,보류,1,
COMP001675,CUST001317,2024-08-20 00:00:00,공급,환불이 안 되네요,접수,2,
COMP001676,CUST004832,2024-04-10 14:00:00,기타,상담원 친절도가 떨어져요,접수,4,2023-01-18
COMP001677,CUST002139,2023-05-22 22:00:00,기타,청구서 오류가 있습니다,완료,2,2024-04-22
COMP001678,CUST001220,2024-02-20 05:00:00,서비스,정기점검을 안 해줬어요,처리중,3,2024-01-03
COMP001679,CUST001225,2024-01-15 20:00:00,기타,앱 사용이 불편해요,완료,3,2024-07-23
COMP001680,CUST003220,2024-04-20 22:00:00,안전,앱 사용이 불편해요,보류,2,2023-03-01
COMP001681,CUST002432,2024-10-10 00:00:00,기술,정기점검을 안 해줬어요,보류,4,2023-03-23
COMP001682,CUST002040,2024-10-04 02:00:00,기타,정기점검을 안 해줬어요,완료,4,2024-09-16
COMP001683,CUST002774,2024-01-30 22:00:00,공급,청구서 오류가 있습니다,완료,4,2023-03-07
COMP001684,CUST000656,2023-12-07 16:00:00,기타,앱 사용이 불편해요,처리중,4,2023-09-22
COMP001685,CUST004709,2023-02-03 09:00:00,요금,청구서 오류가 있습니다,접수,2,
COMP001686,CUST003660,2024-03-12 08:00:00,서비스,계약 변경이 어려워요,접수,1,2024-05-21
COMP001687,CUST001839,2024-12-15 19:00:00,공급,정기점검을 안 해줬어요,처리중,4,2024-10-07
COMP001688,CUST000655,2024-07-09 18:00:00,안전,요금이 지난달보다 많이 나왔어요,접수,2,2024-09-24
COMP001689,CUST000419,2023-08-01 21:00:00,서비스,고객센터 응답이 느려요,접수,5,
COMP001690,CUST004292,2023-03-24 19:00:00,요금,앱 사용이 불편해요,완료,5,2024-11-01
COMP001691,CUST003731,2023-12-10 23:00:00,안전,가스 냄새가 심합니다,완료,5,2024-12-01
COMP001692,CUST004221,2023-02-26 16:00:00,안전,계약 변경이 어려워요,완료,3,2024-03-26
COMP001693,CUST000776,2024-11-21 11:00:00,요금,공급이 자주 끊겨요,보류,3,2023-02-12
COMP001694,CUST004681,2023-02-22 03:00:00,요금,청구서 오류가 있습니다,접수,2,2023-08-22
COMP001695,CUST001950,2024-01-28 11:00:00,안전,공급이 자주 끊겨요,완료,1,2023-09-23
COMP001696,CUST003006,2024-04-21 19:00:00,안전,계약 변경이 어려워요,접수,5,
COMP001697,CUST000341,2023-02-11 11:00:00,서비스,환불이 안 되네요,접수,5,2023-12-28
COMP001698,CUST003012,2024-01-11 05:00:00,안전,환불이 안 되네요,완료,4,2023-02-15
COMP001699,CUST004131,2024-10-25 17:00:00,요금,환불이 안 되네요,완료,5,
COMP001700,CUST001286,2024-12-22 02:00:00,서비스,공급이 자주 끊겨요,완료,1,2023-03-21
COMP001701,CUST000016,2024-07-28 22:00:00,공급,계약 변경이 어려워요,완료,3,2023-04-26
COMP001702,CUST001108,2023-07-29 04:00:00,요금,가스 냄새가 심합니다,보류,2,2023-08-31
COMP001703,CUST003960,2023-12-09 07:00:00,안전,공급이 자주 끊겨요,완료,2,2024-08-07
COMP001704,CUST000198,2024-07-06 03:00:00,서비스,공급이 자주 끊겨요,처리중,3,2024-11-28
COMP001705,CUST000492,2024-10-26 15:00:00,요금,공급이 자주 끊겨요,완료,1,2024-10-19
COMP001706,CUST004451,2024-08-17 22:00:00,안전,청구서 오류가 있습니다,완료,3,2023-10-17
COMP001707,CUST001581,2023-08-03 23:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,1,2023-12-01
COMP001708,CUST004945,2023-08-19 10:00:00,요금,환불이 안 되네요,처리중,2,
COMP001709,CUST001796,2023-12-28 08:00:00,안전,가스 냄새가 심합니다,접수,1,2024-02-22
COMP001710,CUST000450,2024-05-30 21:00:00,기술,청구서 오류가 있습니다,완료,5,
COMP001711,CUST000990,2024-03-09 08:00:00,기타,가스 냄새가 심합니다,완료,5,2023-10-29
COMP001712,CUST001808,2023-02-25 02:00:00,안전,청구서 오류가 있습니다,완료,4,
COMP001713,CUST004214,2024-01-17 11:00:00,서비스,계약 변경이 어려워요,접수,2,2023-02-15
COMP001714,CUST001647,2024-04-08 15:00:00,서비스,계약 변경이 어려워요,완료,5,2023-06-03
COMP001715,CUST003971,2024-05-28 16:00:00,공급,계약 변경이 어려워요,접수,2,
COMP001716,CUST001256,2023-05-06 15:00:00,요금,가스 냄새가 심합니다,완료,5,2024-09-15
COMP001717,CUST000099,2024-12-27 17:00:00,기술,상담원 친절도가 떨어져요,처리중,2,2023-11-17
COMP001718,CUST003539,2024-11-25 17:00:00,서비스,고객센터 응답이 느려요,보류,5,2024-06-04
COMP001719,CUST000088,2023-10-27 14:00:00,공급,환불이 안 되네요,접수,2,
COMP001720,CUST000290,2024-09-27 11:00:00,기술,계약 변경이 어려워요,접수,1,
COMP001721,CUST003402,2024-11-20 22:00:00,기술,요금이 지난달보다 많이 나왔어요,처리중,1,
COMP001722,CUST000604,2023-03-09 06:00:00,요금,계약 변경이 어려워요,접수,4,2024-08-19
COMP001723,CUST004766,2024-04-13 02:00:00,서비스,계약 변경이 어려워요,보류,4,2023-06-03
COMP001724,CUST001916,2023-03-24 12:00:00,안전,청구서 오류가 있습니다,완료,5,2024-10-26
COMP001725,CUST001618,2023-07-03 09:00:00,안전,정기점검을 안 해줬어요,보류,1,2023-03-21
COMP001726,CUST000666,2023-03-20 03:00:00,기타,정기점검을 안 해줬어요,완료,2,
COMP001727,CUST000457,2023-06-18 08:00:00,안전,상담원 친절도가 떨어져요,완료,1,
COMP001728,CUST003722,2023-04-25 22:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,1,2024-08-11
COMP001729,CUST000451,2023-06-01 15:00:00,요금,앱 사용이 불편해요,처리중,4,
COMP001730,CUST002137,2023-06-04 06:00:00,공급,환불이 안 되네요,완료,1,
COMP001731,CUST002479,2024-06-17 20:00:00,공급,고객센터 응답이 느려요,접수,2,2023-05-05
COMP001732,CUST002830,2023-01-24 09:00:00,공급,정기점검을 안 해줬어요,완료,1,
COMP001733,CUST004728,2024-03-02 21:00:00,공급,가스 냄새가 심합니다,완료,1,2023-02-22
COMP001734,CUST001327,2024-07-08 04:00:00,요금,가스 냄새가 심합니다,완료,5,
COMP001735,CUST004731,2024-04-30 11:00:00,서비스,가스 냄새가 심합니다,보류,1,
COMP001736,CUST004929,2024-03-06 14:00:00,기술,앱 사용이 불편해요,접수,3,2023-11-21
COMP001737,CUST002637,2024-10-22 00:00:00,안전,가스 냄새가 심합니다,완료,3,2024-08-12
COMP001738,CUST001504,2023-10-26 06:00:00,요금,환불이 안 되네요,완료,3,2023-09-07
COMP001739,CUST004151,2023-03-06 00:00:00,기타,상담원 친절도가 떨어져요,처리중,5,2024-01-06
COMP001740,CUST001560,2023-08-26 16:00:00,공급,환불이 안 되네요,완료,5,2023-11-19
COMP001741,CUST004539,2024-10-22 10:00:00,서비스,앱 사용이 불편해요,완료,3,
COMP001742,CUST004520,2024-02-26 18:00:00,요금,앱 사용이 불편해요,완료,3,2023-09-04
COMP001743,CUST004090,2023-12-18 20:00:00,공급,청구서 오류가 있습니다,완료,1,2024-02-24
COMP001744,CUST000787,2024-10-23 10:00:00,기술,공급이 자주 끊겨요,보류,1,2023-12-27
COMP001745,CUST002333,2024-05-12 18:00:00,서비스,청구서 오류가 있습니다,완료,5,2023-03-20
COMP001746,CUST000451,2024-11-12 22:00:00,안전,가스 냄새가 심합니다,완료,1,
COMP001747,CUST000365,2024-06-26 17:00:00,안전,정기점검을 안 해줬어요,보류,3,
COMP001748,CUST004598,2024-03-31 14:00:00,기타,정기점검을 안 해줬어요,처리중,5,
COMP001749,CUST004627,2023-11-08 18:00:00,기타,가스 냄새가 심합니다,보류,2,2024-03-04
COMP001750,CUST003523,2023-05-16 09:00:00,안전,앱 사용이 불편해요,완료,3,2023-05-09
COMP001751,CUST000142,2023-06-25 08:00:00,서비스,앱 사용이 불편해요,완료,3,
COMP001752,CUST004695,2023-08-21 15:00:00,기술,환불이 안 되네요,완료,4,2024-02-22
COMP001753,CUST000454,2024-01-16 09:00:00,서비스,요금이 지난달보다 많이 나왔어요,처리중,2,
COMP001754,CUST003708,2023-02-18 04:00:00,서비스,청구서 오류가 있습니다,완료,2,
COMP001755,CUST002507,2023-12-28 09:00:00,안전,고객센터 응답이 느려요,처리중,4,
COMP001756,CUST002576,2024-04-11 05:00:00,서비스,상담원 친절도가 떨어져요,완료,3,
COMP001757,CUST002368,2024-09-25 05:00:00,공급,고객센터 응답이 느려요,접수,2,2023-05-01
COMP001758,CUST001855,2024-12-29 17:00:00,요금,계약 변경이 어려워요,처리중,5,2024-03-07
COMP001759,CUST002816,2023-10-20 05:00:00,기타,요금이 지난달보다 많이 나왔어요,접수,4,2023-06-01
COMP001760,CUST001162,2023-06-29 22:00:00,공급,앱 사용이 불편해요,완료,1,2024-10-09
COMP001761,CUST001627,2024-12-10 21:00:00,공급,청구서 오류가 있습니다,완료,1,
COMP001762,CUST001297,2023-06-07 05:00:00,안전,청구서 오류가 있습니다,접수,3,2023-07-04
COMP001763,CUST000844,2023-09-01 03:00:00,안전,가스 냄새가 심합니다,처리중,5,
COMP001764,CUST000224,2023-02-12 10:00:00,안전,정기점검을 안 해줬어요,완료,5,2023-05-04
COMP001765,CUST004650,2024-08-11 04:00:00,요금,정기점검을 안 해줬어요,완료,3,2024-07-21
COMP001766,CUST003674,2024-03-27 08:00:00,안전,정기점검을 안 해줬어요,완료,3,
COMP001767,CUST000974,2024-01-14 05:00:00,기타,환불이 안 되네요,완료,5,2023-04-14
COMP001768,CUST003282,2023-07-30 17:00:00,안전,계약 변경이 어려워요,접수,2,2023-02-04
COMP001769,CUST001345,2024-12-25 01:00:00,기술,청구서 오류가 있습니다,처리중,3,
COMP001770,CUST001490,2024-11-12 10:00:00,서비스,상담원 친절도가 떨어져요,접수,2,2023-06-20
COMP001771,CUST003433,2023-12-19 04:00:00,서비스,요금이 지난달보다 많이 나왔어요,처리중,3,
COMP001772,CUST001642,2024-01-17 14:00:00,안전,상담원 친절도가 떨어져요,완료,3,2024-06-26
COMP001773,CUST003907,2024-07-06 05:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,1,
COMP001774,CUST003243,2024-06-30 09:00:00,기술,고객센터 응답이 느려요,처리중,3,
COMP001775,CUST001917,2023-05-05 00:00:00,서비스,고객센터 응답이 느려요,완료,4,2024-02-16
