고객ID,가입일,지역,고객타입,계약기간,요금제
CUST004026,2023-08-20,강원,산업,1년,할인
CUST004027,2023-06-07,대구,상업,1년,기본
CUST004028,2023-08-26,경기,산업,장기,프리미엄
CUST004029,2023-05-16,광주,공공,2년,할인
CUST004030,2023-03-03,인천,주택,1년,프리미엄
CUST004031,2023-02-16,대전,공공,2년,프리미엄
CUST004032,2023-03-22,인천,산업,장기,기본
CUST004033,2023-12-18,인천,주택,1년,프리미엄
CUST004034,2023-06-05,대전,공공,1년,기본
CUST004035,2023-12-27,대구,공공,장기,할인
CUST004036,2023-12-23,서울,상업,1년,프리미엄
CUST004037,2023-11-05,대전,주택,2년,프리미엄
CUST004038,2023-01-21,울산,공공,장기,할인
CUST004039,2023-04-21,강원,공공,장기,기본
CUST004040,2023-06-17,광주,상업,1년,프리미엄
CUST004041,2023-03-17,세종,공공,장기,할인
CUST004042,2023-02-16,대구,공공,1년,프리미엄
CUST004043,2023-12-31,강원,공공,1년,기본
CUST004044,2023-05-08,대전,상업,장기,기본
CUST004045,2023-07-02,울산,공공,1년,기본
CUST004046,2023-07-22,세종,공공,2년,기본
CUST004047,2023-09-20,광주,주택,2년,할인
CUST004048,2023-01-26,광주,주택,1년,프리미엄
CUST004049,2023-12-13,대구,상업,2년,할인
CUST004050,2023-06-03,대전,산업,1년,기본
CUST004051,2023-05-14,강원,주택,2년,기본
CUST004052,2023-03-31,서울,상업,장기,기본
CUST004053,2023-01-16,강원,공공,1년,기본
CUST004054,2023-07-27,강원,공공,1년,프리미엄
CUST004055,2023-08-20,광주,상업,1년,기본
CUST004056,2023-10-12,서울,공공,1년,프리미엄
CUST004057,2023-10-09,서울,공공,1년,기본
CUST004058,2023-05-08,대구,산업,1년,프리미엄
CUST004059,2023-02-18,세종,공공,장기,프리미엄
CUST004060,2023-08-25,부산,주택,장기,기본
CUST004061,2023-02-22,인천,공공,2년,할인
CUST004062,2023-03-13,인천,상업,1년,할인
CUST004063,2023-03-04,광주,산업,2년,할인
CUST004064,2023-01-07,부산,공공,2년,할인
CUST004065,2023-02-01,세종,상업,장기,할인
CUST004066,2023-04-24,부산,주택,2년,기본
CUST004067,2023-03-08,대구,공공,장기,기본
CUST004068,2023-04-12,강원,산업,2년,기본
CUST004069,2023-07-25,광주,공공,1년,기본
CUST004070,2023-07-10,서울,상업,2년,기본
CUST004071,2023-12-18,광주,산업,장기,기본
CUST004072,2023-11-19,인천,공공,장기,프리미엄
CUST004073,2023-11-27,세종,주택,장기,프리미엄
CUST004074,2023-02-13,부산,산업,2년,기본
CUST004075,2023-10-26,세종,주택,2년,기본
CUST004076,2023-10-28,대구,상업,장기,프리미엄
CUST004077,2023-05-13,광주,공공,1년,프리미엄
CUST004078,2023-02-08,대전,주택,1년,기본
CUST004079,2023-01-12,광주,상업,2년,프리미엄
CUST004080,2023-02-03,서울,공공,2년,할인
CUST004081,2023-04-12,광주,상업,장기,할인
CUST004082,2023-11-27,울산,주택,2년,할인
CUST004083,2023-08-16,대구,상업,2년,프리미엄
CUST004084,2023-03-07,경기,산업,장기,기본
CUST004085,2023-02-17,대구,공공,장기,기본
CUST004086,2023-06-19,부산,상업,2년,기본
CUST004087,2023-03-04,경기,주택,1년,프리미엄
CUST004088,2023-01-22,부산,공공,2년,프리미엄
CUST004089,2023-08-25,부산,산업,1년,할인
CUST004090,2023-01-26,서울,공공,1년,프리미엄
CUST004091,2023-03-28,서울,산업,1년,할인
CUST004092,2023-10-21,강원,공공,장기,할인
CUST004093,2023-08-10,인천,상업,장기,기본
CUST004094,2023-07-22,강원,상업,장기,프리미엄
CUST004095,2023-09-12,강원,주택,2년,기본
CUST004096,2023-01-16,인천,산업,장기,기본
CUST004097,2023-07-15,대전,주택,장기,프리미엄
CUST004098,2023-12-16,경기,상업,2년,프리미엄
CUST004099,2023-08-07,세종,산업,2년,할인
CUST004100,2023-03-30,강원,주택,1년,할인
CUST004101,2023-07-01,광주,주택,2년,할인
CUST004102,2023-04-20,광주,주택,2년,할인
CUST004103,2023-04-06,부산,주택,장기,기본
CUST004104,2023-05-21,인천,주택,1년,기본
CUST004105,2023-05-24,부산,산업,1년,프리미엄
CUST004106,2023-08-17,울산,주택,2년,할인
CUST004107,2023-03-18,울산,산업,장기,할인
CUST004108,2023-01-18,세종,주택,장기,할인
CUST004109,2023-11-11,서울,상업,장기,기본
CUST004110,2023-11-14,서울,상업,장기,프리미엄
CUST004111,2023-11-12,인천,주택,2년,기본
CUST004112,2023-05-06,인천,공공,장기,프리미엄
CUST004113,2023-11-28,강원,상업,1년,프리미엄
CUST004114,2023-06-01,울산,산업,1년,기본
CUST004115,2023-09-13,강원,주택,2년,기본
CUST004116,2023-07-30,서울,산업,장기,프리미엄
CUST004117,2023-10-09,경기,공공,장기,기본
CUST004118,2023-09-03,경기,주택,장기,기본
CUST004119,2023-02-01,인천,상업,장기,프리미엄
CUST004120,2023-02-14,부산,산업,2년,프리미엄
CUST004121,2023-05-24,서울,상업,장기,할인
CUST004122,2023-07-16,경기,상업,2년,기본
CUST004123,2023-03-12,서울,주택,장기,프리미엄
CUST004124,2023-08-03,대구,산업,장기,기본
CUST004125,2023-04-13,광주,공공,1년,기본
CUST004126,2023-11-26,울산,상업,2년,프리미엄
CUST004127,2023-09-27,강원,주택,1년,할인
CUST004128,2023-05-08,서울,주택,2년,프리미엄
CUST004129,2023-11-19,광주,공공,장기,프리미엄
CUST004130,2023-10-06,대구,주택,장기,기본
CUST004131,2023-01-10,강원,상업,2년,할인
CUST004132,2023-07-15,서울,주택,1년,프리미엄
CUST004133,2024-01-01,인천,산업,2년,기본
CUST004134,2023-07-03,광주,산업,2년,프리미엄
CUST004135,2023-09-03,강원,상업,장기,기본
CUST004136,2023-10-06,서울,산업,1년,프리미엄
CUST004137,2023-09-06,광주,공공,2년,할인
CUST004138,2023-06-26,대구,주택,1년,프리미엄
CUST004139,2023-10-17,서울,상업,1년,기본
CUST004140,2023-09-15,서울,공공,2년,프리미엄
CUST004141,2023-06-14,서울,주택,1년,할인
CUST004142,2023-07-18,세종,공공,장기,할인
CUST004143,2023-05-19,인천,상업,장기,할인
CUST004144,2023-04-03,대구,상업,장기,할인
CUST004145,2023-01-14,강원,공공,장기,기본
CUST004146,2023-06-13,세종,주택,1년,프리미엄
CUST004147,2023-11-02,부산,산업,장기,할인
CUST004148,2023-04-23,세종,산업,2년,프리미엄
CUST004149,2023-01-16,울산,공공,장기,기본
CUST004150,2023-05-24,울산,상업,2년,프리미엄
CUST004151,2023-01-30,서울,주택,2년,프리미엄
CUST004152,2023-08-30,세종,주택,장기,할인
CUST004153,2023-09-29,부산,상업,장기,할인
CUST004154,2023-07-03,세종,산업,1년,기본
CUST004155,2023-10-27,인천,주택,2년,프리미엄
CUST004156,2023-04-30,인천,공공,장기,기본
CUST004157,2023-03-23,부산,산업,1년,기본
CUST004158,2023-02-21,세종,공공,장기,기본
CUST004159,2023-05-07,광주,산업,장기,할인
CUST004160,2023-12-03,인천,상업,장기,할인
CUST004161,2023-05-04,인천,공공,2년,프리미엄
CUST004162,2023-05-17,경기,공공,장기,프리미엄
CUST004163,2023-10-01,세종,상업,1년,프리미엄
CUST004164,2023-01-29,인천,공공,장기,할인
CUST004165,2023-04-23,대구,산업,장기,할인
CUST004166,2023-10-22,세종,주택,1년,기본
CUST004167,2023-07-18,울산,주택,1년,할인
CUST004168,2023-07-01,경기,상업,2년,기본
CUST004169,2023-03-30,인천,산업,2년,기본
CUST004170,2023-04-01,경기,공공,2년,할인
CUST004171,2023-05-02,울산,공공,2년,기본
CUST004172,2023-10-31,부산,주택,1년,기본
CUST004173,2023-06-12,부산,공공,장기,프리미엄
CUST004174,2023-12-24,세종,주택,장기,기본
CUST004175,2023-07-03,울산,상업,장기,할인
CUST004176,2023-10-30,대전,공공,2년,할인
CUST004177,2023-01-15,대전,산업,1년,기본
CUST004178,2023-12-27,세종,공공,1년,프리미엄
CUST004179,2023-12-25,서울,주택,1년,할인
CUST004180,2023-06-30,경기,상업,장기,할인
CUST004181,2023-10-18,경기,주택,2년,프리미엄
CUST004182,2023-10-16,부산,공공,1년,기본
CUST004183,2023-03-14,대전,주택,2년,할인
CUST004184,2023-10-16,강원,주택,1년,기본
CUST004185,2023-04-07,인천,상업,2년,기본
CUST004186,2023-09-10,인천,산업,1년,기본
CUST004187,2023-10-05,인천,공공,2년,기본
CUST004188,2023-06-08,부산,상업,1년,할인
CUST004189,2023-03-31,울산,산업,1년,프리미엄
CUST004190,2023-09-09,광주,주택,2년,할인
CUST004191,2023-01-20,대전,산업,2년,프리미엄
CUST004192,2023-02-16,대전,주택,장기,기본
CUST004193,2023-01-29,강원,주택,2년,프리미엄
CUST004194,2023-04-30,경기,상업,1년,기본
CUST004195,2023-11-05,서울,주택,1년,할인
CUST004196,2023-04-23,세종,상업,2년,할인
CUST004197,2023-01-11,경기,산업,장기,프리미엄
CUST004198,2023-09-27,울산,산업,2년,기본
CUST004199,2023-09-02,세종,주택,1년,기본
CUST004200,2023-01-01,대전,상업,1년,프리미엄
CUST004201,2023-06-19,울산,주택,장기,기본
CUST004202,2023-11-11,세종,상업,2년,기본
CUST004203,2023-04-14,강원,상업,1년,기본
CUST004204,2023-03-08,강원,상업,1년,할인
CUST004205,2023-06-24,대구,산업,1년,할인
CUST004206,2023-04-01,광주,상업,2년,할인
CUST004207,2023-06-15,강원,산업,2년,기본
CUST004208,2023-01-31,대전,상업,장기,할인
CUST004209,2023-01-12,서울,산업,1년,기본
CUST004210,2023-03-17,인천,공공,1년,기본
CUST004211,2023-10-28,대구,산업,장기,프리미엄
CUST004212,2023-12-27,인천,산업,1년,기본
CUST004213,2023-03-14,광주,주택,장기,할인
CUST004214,2023-02-26,세종,상업,장기,할인
CUST004215,2023-09-27,부산,공공,1년,기본
CUST004216,2023-07-06,강원,주택,2년,할인
CUST004217,2023-02-07,서울,상업,2년,기본
CUST004218,2023-07-11,광주,공공,2년,프리미엄
CUST004219,2023-12-27,인천,공공,2년,기본
CUST004220,2023-12-06,대구,공공,1년,기본
CUST004221,2023-07-22,강원,상업,장기,프리미엄
CUST004222,2023-10-28,대전,공공,장기,할인
CUST004223,2023-02-21,강원,공공,1년,프리미엄
CUST004224,2023-06-22,대구,주택,2년,프리미엄
CUST004225,2023-06-04,대구,산업,장기,기본
CUST004226,2023-06-15,부산,상업,1년,기본
CUST004227,2023-03-11,강원,산업,1년,프리미엄
CUST004228,2023-03-22,강원,주택,2년,할인
CUST004229,2023-08-12,부산,산업,1년,프리미엄
CUST004230,2023-11-24,울산,공공,장기,할인
CUST004231,2023-09-07,울산,공공,장기,프리미엄
CUST004232,2023-11-29,세종,상업,1년,프리미엄
CUST004233,2023-06-12,울산,상업,장기,할인
CUST004234,2023-03-31,경기,상업,1년,프리미엄
CUST004235,2023-12-29,강원,주택,장기,기본
CUST004236,2023-10-15,서울,상업,2년,프리미엄
CUST004237,2023-12-22,강원,주택,장기,기본
CUST004238,2023-11-11,경기,공공,2년,할인
CUST004239,2023-07-02,경기,산업,2년,할인
CUST004240,2023-04-25,인천,공공,1년,기본
CUST004241,2023-12-07,강원,공공,2년,프리미엄
CUST004242,2023-10-29,광주,공공,장기,기본
CUST004243,2023-03-31,경기,상업,장기,기본
CUST004244,2023-07-13,서울,상업,2년,할인
CUST004245,2023-06-07,부산,상업,1년,기본
CUST004246,2023-12-19,세종,산업,2년,프리미엄
CUST004247,2023-05-31,인천,상업,장기,기본
CUST004248,2023-03-07,부산,주택,장기,할인
CUST004249,2023-04-01,인천,공공,2년,프리미엄
CUST004250,2023-01-01,서울,산업,2년,할인
CUST004251,2023-12-26,대구,산업,2년,기본
CUST004252,2023-10-21,강원,산업,장기,기본
CUST004253,2023-07-20,대전,산업,장기,할인
CUST004254,2023-10-18,광주,산업,장기,할인
CUST004255,2023-01-17,부산,주택,1년,프리미엄
CUST004256,2023-04-04,강원,공공,장기,할인
CUST004257,2023-11-05,광주,산업,장기,할인
CUST004258,2023-06-12,대구,공공,1년,기본
CUST004259,2023-11-10,대전,상업,1년,기본
CUST004260,2023-04-24,광주,산업,1년,할인
CUST004261,2023-11-24,광주,산업,1년,할인
CUST004262,2023-10-17,부산,공공,1년,기본
CUST004263,2023-02-23,울산,산업,1년,프리미엄
CUST004264,2023-09-12,대전,산업,2년,프리미엄
CUST004265,2023-03-14,강원,산업,2년,프리미엄
CUST004266,2023-06-19,대구,주택,2년,프리미엄
CUST004267,2023-02-09,대전,주택,2년,기본
CUST004268,2023-05-02,서울,산업,장기,할인
CUST004269,2023-06-27,울산,주택,1년,프리미엄
CUST004270,2023-06-13,서울,상업,장기,기본
CUST004271,2023-03-27,대구,산업,1년,할인
CUST004272,2023-11-22,부산,상업,1년,프리미엄
CUST004273,2023-02-15,부산,공공,장기,할인
CUST004274,2023-12-29,대구,상업,2년,프리미엄
CUST004275,2023-12-10,인천,공공,장기,할인
CUST004276,2023-11-24,대구,산업,장기,프리미엄
CUST004277,2023-06-21,울산,공공,1년,프리미엄
CUST004278,2023-08-17,경기,공공,1년,할인
CUST004279,2023-01-06,부산,상업,1년,할인
CUST004280,2023-05-16,세종,상업,2년,할인
CUST004281,2023-04-18,울산,상업,장기,기본
CUST004282,2023-05-08,울산,산업,장기,기본
CUST004283,2023-12-21,울산,산업,2년,할인
CUST004284,2023-02-04,광주,상업,장기,기본
CUST004285,2023-06-29,울산,산업,장기,프리미엄
CUST004286,2023-05-12,부산,산업,1년,할인
CUST004287,2023-02-25,경기,공공,2년,기본
CUST004288,2023-01-01,경기,공공,1년,할인
CUST004289,2023-01-25,울산,상업,2년,프리미엄
CUST004290,2023-07-17,서울,산업,1년,프리미엄
CUST004291,2023-08-13,부산,공공,장기,기본
CUST004292,2023-08-03,부산,주택,2년,프리미엄
CUST004293,2023-03-27,대전,산업,2년,할인
CUST004294,2023-07-31,강원,주택,1년,기본
CUST004295,2023-09-10,인천,상업,2년,할인
CUST004296,2023-07-13,인천,산업,장기,할인
CUST004297,2023-06-29,서울,상업,장기,할인
CUST004298,2023-10-07,인천,상업,장기,프리미엄
CUST004299,2023-07-12,대전,상업,1년,할인
CUST004300,2023-02-21,대구,상업,2년,프리미엄
CUST004301,2023-09-03,인천,상업,1년,할인
CUST004302,2023-10-23,부산,산업,장기,프리미엄
CUST004303,2023-11-30,대구,주택,2년,프리미엄
CUST004304,2023-12-18,인천,산업,장기,프리미엄
CUST004305,2023-04-26,부산,산업,2년,할인
CUST004306,2023-03-25,부산,산업,2년,할인
CUST004307,2023-08-20,울산,공공,1년,프리미엄
CUST004308,2023-02-07,경기,공공,2년,할인
CUST004309,2023-01-18,서울,산업,장기,프리미엄
CUST004310,2023-05-31,대전,주택,2년,할인
CUST004311,2023-01-11,광주,산업,장기,프리미엄
CUST004312,2023-06-13,강원,상업,1년,프리미엄
CUST004313,2023-05-14,인천,공공,장기,기본
CUST004314,2023-02-23,인천,공공,2년,할인
CUST004315,2023-02-07,대구,산업,장기,할인
CUST004316,2023-06-25,대구,산업,장기,기본
CUST004317,2023-03-29,강원,주택,2년,프리미엄
CUST004318,2023-07-12,인천,주택,장기,프리미엄
CUST004319,2023-03-24,세종,상업,2년,기본
CUST004320,2023-02-08,대전,산업,1년,기본
CUST004321,2023-10-08,인천,산업,장기,프리미엄
CUST004322,2023-02-17,경기,산업,1년,할인
CUST004323,2023-06-23,강원,공공,장기,기본
CUST004324,2023-11-01,세종,상업,장기,기본
CUST004325,2023-11-11,대전,주택,1년,기본
CUST004326,2023-09-05,인천,공공,장기,기본
CUST004327,2023-12-27,광주,공공,장기,기본
CUST004328,2023-01-16,울산,공공,1년,기본
CUST004329,2023-08-09,경기,공공,장기,프리미엄
CUST004330,2023-12-01,광주,상업,2년,프리미엄
CUST004331,2023-03-26,대구,산업,장기,기본
CUST004332,2023-11-07,대구,주택,장기,프리미엄
CUST004333,2023-08-11,인천,주택,장기,할인
CUST004334,2023-03-22,대구,공공,1년,할인
CUST004335,2023-01-28,경기,공공,2년,기본
CUST004336,2023-02-21,대전,상업,2년,할인
CUST004337,2023-06-19,부산,공공,장기,할인
CUST004338,2023-04-16,서울,주택,1년,프리미엄
CUST004339,2023-04-08,강원,주택,1년,프리미엄
CUST004340,2023-07-29,대전,산업,2년,프리미엄
CUST004341,2023-12-23,부산,산업,1년,프리미엄
CUST004342,2023-10-11,세종,주택,장기,할인
CUST004343,2023-10-04,경기,주택,장기,기본
CUST004344,2023-05-16,광주,상업,1년,프리미엄
CUST004345,2023-12-05,부산,상업,장기,할인
CUST004346,2023-05-25,경기,주택,2년,프리미엄
CUST004347,2023-06-02,울산,공공,장기,할인
CUST004348,2023-05-02,광주,산업,1년,프리미엄
CUST004349,2023-02-19,대구,주택,2년,기본
CUST004350,2023-01-26,대구,공공,장기,프리미엄
CUST004351,2023-07-21,광주,주택,2년,기본
CUST004352,2023-10-20,세종,산업,1년,프리미엄
CUST004353,2023-10-09,세종,산업,장기,프리미엄
CUST004354,2023-09-09,세종,상업,장기,프리미엄
CUST004355,2023-03-20,부산,상업,2년,할인
CUST004356,2023-01-28,강원,상업,장기,할인
CUST004357,2023-07-04,부산,상업,장기,기본
CUST004358,2023-01-02,인천,산업,장기,기본
CUST004359,2023-08-07,서울,공공,장기,할인
CUST004360,2023-02-14,광주,공공,1년,기본
CUST004361,2023-05-31,대전,공공,장기,기본
CUST004362,2023-12-05,서울,주택,2년,할인
CUST004363,2023-11-17,울산,상업,1년,할인
CUST004364,2023-11-04,부산,상업,2년,할인
CUST004365,2023-09-03,부산,산업,2년,할인
CUST004366,2023-04-13,경기,산업,2년,프리미엄
CUST004367,2023-02-19,서울,주택,1년,할인
CUST004368,2023-01-14,경기,주택,1년,기본
CUST004369,2023-04-16,대전,공공,1년,프리미엄
CUST004370,2023-03-29,경기,산업,장기,프리미엄
CUST004371,2023-11-23,서울,상업,2년,기본
CUST004372,2023-05-30,광주,공공,1년,프리미엄
CUST004373,2023-02-11,울산,상업,2년,기본
CUST004374,2023-08-31,부산,공공,1년,프리미엄
CUST004375,2023-03-01,대전,상업,1년,프리미엄
CUST004376,2023-06-07,부산,주택,1년,기본
CUST004377,2023-07-23,인천,공공,2년,기본
CUST004378,2023-08-30,울산,상업,장기,기본
CUST004379,2023-09-08,강원,상업,1년,기본
CUST004380,2023-12-05,경기,산업,1년,할인
CUST004381,2023-05-16,대구,공공,1년,할인
CUST004382,2023-02-16,서울,상업,장기,기본
CUST004383,2023-11-25,부산,산업,2년,할인
CUST004384,2023-10-06,경기,상업,2년,기본
CUST004385,2023-07-18,대전,공공,2년,기본
CUST004386,2023-04-05,부산,주택,2년,프리미엄
CUST004387,2023-07-09,강원,공공,1년,기본
CUST004388,2023-07-15,울산,공공,장기,기본
CUST004389,2023-07-09,울산,상업,1년,기본
CUST004390,2023-04-06,부산,상업,장기,기본
CUST004391,2023-08-17,대전,공공,2년,프리미엄
CUST004392,2023-01-23,울산,산업,장기,기본
CUST004393,2023-05-15,울산,산업,1년,프리미엄
CUST004394,2023-08-14,강원,산업,1년,기본
CUST004395,2023-08-27,서울,상업,2년,프리미엄
CUST004396,2023-05-15,대전,상업,1년,할인
CUST004397,2023-04-26,대전,공공,1년,프리미엄
CUST004398,2023-05-18,광주,주택,장기,프리미엄
CUST004399,2023-10-16,광주,상업,1년,기본
CUST004400,2023-02-01,울산,공공,2년,프리미엄
CUST004401,2023-03-19,대구,공공,2년,프리미엄
CUST004402,2023-12-23,광주,주택,1년,기본
CUST004403,2023-12-08,울산,산업,2년,할인
CUST004404,2023-02-19,세종,공공,장기,할인
CUST004405,2023-02-13,인천,공공,장기,할인
CUST004406,2023-12-09,인천,공공,1년,프리미엄
CUST004407,2023-06-26,대전,산업,1년,기본
CUST004408,2023-10-05,대구,산업,장기,할인
CUST004409,2023-07-31,강원,주택,2년,할인
CUST004410,2023-10-29,서울,상업,1년,할인
CUST004411,2023-04-27,광주,산업,1년,할인
CUST004412,2023-10-11,세종,상업,2년,기본
CUST004413,2023-02-01,울산,상업,1년,할인
CUST004414,2023-07-18,대구,산업,2년,프리미엄
CUST004415,2023-09-25,대전,공공,2년,프리미엄
CUST004416,2023-08-03,광주,주택,2년,기본
CUST004417,2023-10-02,대구,상업,2년,할인
CUST004418,2023-12-18,광주,공공,2년,할인
CUST004419,2023-09-01,서울,산업,장기,프리미엄
CUST004420,2023-10-21,서울,상업,2년,기본
CUST004421,2023-05-01,강원,상업,장기,프리미엄
CUST004422,2023-09-01,인천,상업,2년,기본
CUST004423,2023-06-03,경기,공공,1년,기본
CUST004424,2023-02-10,경기,공공,장기,기본
CUST004425,2023-07-22,광주,공공,1년,프리미엄
CUST004426,2024-01-01,강원,상업,2년,기본
CUST004427,2023-01-18,경기,상업,2년,프리미엄
CUST004428,2023-09-15,대전,주택,1년,프리미엄
CUST004429,2023-10-20,경기,주택,2년,할인
CUST004430,2023-09-22,부산,공공,1년,프리미엄
CUST004431,2023-10-20,울산,공공,2년,프리미엄
CUST004432,2023-12-13,강원,산업,2년,할인
CUST004433,2023-11-14,대전,공공,장기,할인
CUST004434,2023-03-17,대구,주택,1년,할인
CUST004435,2023-03-03,대전,주택,2년,기본
CUST004436,2023-08-18,인천,주택,1년,기본
CUST004437,2023-03-30,대구,상업,장기,할인
CUST004438,2023-03-27,세종,상업,1년,기본
CUST004439,2023-04-19,울산,공공,장기,할인
CUST004440,2023-04-09,울산,산업,1년,기본
CUST004441,2023-03-06,울산,산업,1년,프리미엄
CUST004442,2023-01-22,울산,산업,장기,기본
CUST004443,2023-08-05,광주,상업,2년,기본
CUST004444,2023-02-10,울산,주택,2년,프리미엄
CUST004445,2023-12-16,울산,주택,2년,할인
CUST004446,2023-08-11,울산,상업,1년,기본
CUST004447,2023-04-14,강원,산업,1년,기본
CUST004448,2023-11-18,광주,산업,2년,프리미엄
CUST004449,2023-03-17,서울,공공,1년,프리미엄
CUST004450,2023-11-01,대전,공공,1년,프리미엄
CUST004451,2023-05-13,대전,산업,2년,프리미엄
CUST004452,2023-06-13,대구,상업,장기,할인
CUST004453,2023-02-04,강원,산업,1년,기본
CUST004454,2023-02-14,부산,공공,1년,기본
CUST004455,2023-07-18,대전,산업,1년,기본
CUST004456,2023-10-12,경기,상업,1년,기본
CUST004457,2023-07-23,부산,주택,장기,할인
CUST004458,2023-10-10,울산,상업,2년,기본
CUST004459,2023-06-16,울산,상업,1년,할인
CUST004460,2023-05-22,광주,공공,2년,할인
CUST004461,2023-09-24,부산,상업,1년,프리미엄
CUST004462,2023-08-23,경기,상업,장기,프리미엄
CUST004463,2023-01-07,광주,공공,2년,기본
CUST004464,2023-12-25,대구,공공,장기,할인
CUST004465,2023-11-16,부산,주택,1년,프리미엄
CUST004466,2023-10-28,강원,산업,장기,할인
CUST004467,2023-09-25,울산,상업,장기,프리미엄
CUST004468,2023-08-03,울산,공공,1년,할인
CUST004469,2023-02-27,인천,주택,1년,기본
CUST004470,2023-08-01,광주,산업,2년,기본
CUST004471,2023-03-18,서울,공공,1년,할인
CUST004472,2023-03-17,서울,산업,2년,프리미엄
CUST004473,2023-10-18,광주,산업,장기,프리미엄
CUST004474,2023-10-29,강원,상업,장기,기본
CUST004475,2023-10-26,세종,상업,2년,기본
CUST004476,2023-02-21,광주,공공,1년,기본
CUST004477,2023-02-24,강원,산업,1년,프리미엄
CUST004478,2023-10-16,대구,공공,장기,프리미엄
CUST004479,2023-02-21,울산,공공,2년,기본
CUST004480,2023-05-27,경기,산업,장기,할인
CUST004481,2023-10-02,세종,공공,장기,프리미엄
CUST004482,2023-06-26,부산,산업,1년,기본
CUST004483,2023-07-30,세종,산업,2년,할인
CUST004484,2023-05-16,경기,산업,장기,프리미엄
CUST004485,2023-07-16,인천,산업,1년,할인
CUST004486,2023-12-02,울산,주택,장기,할인
CUST004487,2023-09-06,서울,산업,장기,프리미엄
CUST004488,2023-10-20,강원,상업,1년,기본
CUST004489,2023-11-08,광주,상업,1년,할인
CUST004490,2023-08-31,광주,상업,2년,기본
CUST004491,2023-01-20,서울,산업,장기,프리미엄
CUST004492,2023-03-30,세종,상업,2년,할인
CUST004493,2023-05-22,울산,주택,1년,할인
CUST004494,2023-07-26,대전,공공,1년,할인
CUST004495,2023-03-15,강원,산업,장기,할인
CUST004496,2023-11-13,대구,상업,2년,할인
CUST004497,2023-11-08,경기,주택,2년,프리미엄
CUST004498,2023-12-15,세종,공공,장기,할인
CUST004499,2023-12-22,부산,주택,장기,프리미엄
CUST004500,2023-07-25,인천,상업,2년,기본
CUST004501,2023-01-20,광주,주택,1년,프리미엄
CUST004502,2023-07-22,세종,공공,1년,할인
CUST004503,2023-06-19,인천,상업,장기,기본
CUST004504,2023-12-20,경기,공공,2년,프리미엄
CUST004505,2023-05-02,광주,주택,2년,프리미엄
CUST004506,2023-01-26,광주,산업,2년,프리미엄
CUST004507,2023-09-01,대전,산업,1년,할인
CUST004508,2023-05-18,세종,산업,1년,할인
CUST004509,2023-07-10,울산,산업,2년,프리미엄
CUST004510,2023-01-11,서울,공공,2년,프리미엄
CUST004511,2023-06-22,서울,산업,장기,기본
CUST004512,2023-06-05,대구,공공,장기,할인
CUST004513,2023-06-09,부산,상업,2년,할인
CUST004514,2023-05-24,인천,산업,2년,기본
CUST004515,2023-09-09,세종,공공,1년,프리미엄
CUST004516,2023-12-23,강원,산업,2년,프리미엄
CUST004517,2023-12-17,부산,산업,장기,기본
CUST004518,2023-02-20,대전,산업,1년,프리미엄
CUST004519,2023-04-27,광주,공공,장기,프리미엄
CUST004520,2023-03-10,울산,주택,장기,기본
CUST004521,2023-06-03,세종,산업,1년,기본
CUST004522,2023-08-15,부산,산업,장기,기본
CUST004523,2023-06-14,부산,상업,2년,프리미엄
CUST004524,2023-05-18,울산,주택,장기,기본
CUST004525,2023-08-02,대구,공공,1년,프리미엄
CUST004526,2023-11-06,인천,상업,1년,할인
CUST004527,2023-11-27,인천,산업,1년,할인
CUST004528,2023-02-15,부산,상업,장기,기본
CUST004529,2023-04-07,경기,상업,2년,프리미엄
CUST004530,2023-08-15,부산,산업,1년,프리미엄
CUST004531,2023-04-19,부산,주택,2년,프리미엄
CUST004532,2023-07-28,울산,주택,1년,기본
CUST004533,2023-09-06,광주,상업,2년,프리미엄
CUST004534,2023-09-22,울산,산업,2년,프리미엄
CUST004535,2023-07-11,세종,공공,2년,프리미엄
CUST004536,2023-01-29,부산,상업,1년,할인
CUST004537,2023-09-21,인천,공공,장기,프리미엄
CUST004538,2023-03-23,강원,상업,장기,할인
CUST004539,2023-02-03,인천,상업,장기,프리미엄
CUST004540,2023-06-09,서울,산업,2년,프리미엄
CUST004541,2023-12-30,대구,산업,1년,프리미엄
CUST004542,2023-09-17,대전,공공,2년,할인
CUST004543,2023-07-26,세종,공공,1년,프리미엄
CUST004544,2023-03-11,세종,주택,2년,기본
CUST004545,2023-09-26,대구,산업,1년,프리미엄
CUST004546,2023-10-19,강원,상업,1년,할인
CUST004547,2023-01-15,대전,상업,1년,할인
CUST004548,2023-03-30,광주,주택,2년,기본
CUST004549,2023-04-09,부산,산업,장기,기본
CUST004550,2023-04-13,대전,상업,2년,기본
CUST004551,2023-01-30,강원,주택,2년,할인
CUST004552,2023-05-08,경기,주택,1년,프리미엄
CUST004553,2023-01-17,서울,상업,1년,프리미엄
CUST004554,2023-08-22,대전,상업,장기,기본
CUST004555,2023-01-26,대전,공공,장기,기본
CUST004556,2023-07-04,서울,산업,1년,프리미엄
CUST004557,2023-12-27,부산,공공,장기,기본
CUST004558,2023-04-12,대전,주택,장기,프리미엄
CUST004559,2023-05-21,서울,상업,1년,프리미엄
CUST004560,2023-07-08,서울,공공,2년,프리미엄
CUST004561,2023-08-26,서울,주택,장기,프리미엄
